user,item,topk,new_topk,counterfactual,predicted_scores,replacement
61,1430,"[1430, 1485, 509, 903, 1525, 1252, 1578, 1055, 126, 651, 601, 639, 56, 1182, 897, 511, 478, 937, 191, 661]","[1430, 1485, 509, 903, 1252, 1525, 1578, 651, 1055, 126, 601, 1182, 56, 639, 511, 478, 897, 937, 661, 191]",{305},"[6.0273867, 5.435774, 5.3145113, 5.224591, 5.121645, 5.16897, 5.094985, 5.078891, 5.0365415, 5.08622, 4.9923615, 4.9708943, 4.980497, 4.9916406, 4.9114685, 4.925828, 4.92554, 4.888171, 4.8628206, 4.8726726]",1252
62,1147,"[1147, 737, 146, 1297, 183, 345, 187, 518, 1061, 509, 5, 198, 1118, 270, 401, 611, 49, 832, 645, 1430]","[1147, 1297, 509, 1430, 737, 146, 5, 183, 345, 187, 832, 1061, 198, 1118, 270, 611, 645, 49, 518, 401]","{256, 4, 12, 268, 14, 273, 916, 917, 409, 926, 30, 680, 681, 682, 1064, 296, 429, 302, 687, 50, 184, 441, 58, 63, 452, 340, 468, 470, 87, 344, 217, 735, 356, 1259, 626, 757, 758, 760, 249, 1019}","[5.810459, 5.435013, 5.4066744, 5.6844754, 5.3282914, 5.281182, 5.2744308, 4.9868913, 5.2028246, 5.639197, 5.365632, 5.1585608, 5.1096087, 5.0751896, 4.840062, 5.036444, 5.0005074, 5.2124324, 5.009959, 5.4364014]",1430
63,601,"[601, 478, 168, 1485, 88, 184, 425, 134, 355, 477, 177, 472, 1525, 749, 1352, 642, 651, 11, 113, 1114]","[601, 478, 1485, 177, 642, 1525, 749, 1114, 168, 88, 184, 651, 425, 134, 355, 477, 113, 472, 11, 1352]",{303},"[4.8250055, 4.758097, 4.619901, 4.74456, 4.600507, 4.596868, 4.5616603, 4.55245, 4.5520134, 4.5454564, 4.6547966, 4.501359, 4.6384177, 4.6296864, 4.325174, 4.6402407, 4.5760922, 4.376317, 4.5217757, 4.6245446]",1114
64,267,"[267, 477, 610, 1010, 605, 127, 928, 749, 946, 1252, 642, 164, 1003, 513, 283, 1140, 44, 304, 646, 195]","[267, 610, 477, 928, 127, 605, 164, 283, 1003, 642, 946, 1140, 304, 513, 44, 195, 1010, 749, 646, 1252]","{640, 515, 658, 25, 557, 689, 953, 441, 316, 956, 69, 460, 464, 81, 467, 731, 732, 92, 737, 609, 354, 1008, 629, 510}","[5.6783495, 5.4287057, 5.47946, 4.973041, 5.2253795, 5.2544174, 5.356652, 4.9489913, 5.0856366, 4.849607, 5.088836, 5.177721, 5.098942, 5.02492, 5.134472, 5.042456, 5.0106416, 5.0286837, 4.944158, 4.979558]",195
65,127,"[127, 966, 731, 337, 425, 22, 891, 318, 642, 44, 673, 893, 1181, 604, 13, 687, 486, 1220, 1117, 159]","[731, 425, 318, 127, 966, 337, 1117, 13, 22, 891, 642, 604, 44, 486, 1181, 159, 673, 893, 1220, 687]","{171, 173, 126}","[5.537649, 5.4032063, 5.811189, 5.2103896, 5.6044016, 5.099622, 5.0515924, 5.5826683, 4.997433, 4.982352, 4.91836, 4.7084866, 4.972468, 4.9902706, 5.1542864, 4.520748, 4.9766135, 4.6813636, 5.1762595, 4.9488792]",318
66,1430,"[1430, 1485, 629, 44, 652, 610, 1330, 642, 1525, 181, 479, 928, 609, 749, 211, 1333, 601, 604, 639, 155]","[1430, 1485, 1525, 639, 749, 44, 181, 610, 629, 601, 155, 479, 642, 928, 211, 1333, 652, 1330, 609, 604]",{325},"[5.3612585, 5.3083277, 4.866008, 4.90427, 4.621189, 4.8700705, 4.527477, 4.841049, 4.990617, 4.9017467, 4.8595715, 4.800159, 4.4642887, 4.9254146, 4.719694, 4.6429214, 4.862492, 4.383608, 4.9283166, 4.8623495]",1525
67,1430,"[1430, 849, 1147, 1578, 1246, 1444, 698, 610, 1255, 1485, 1352, 895, 1156, 860, 1554, 950, 1154, 1446, 1441, 903]","[1430, 849, 1578, 1147, 1444, 1485, 1554, 1352, 610, 698, 1255, 1441, 1246, 903, 895, 860, 1446, 1156, 1154, 950]","{194, 738, 683, 269, 1038, 49, 243, 148, 564, 220, 820, 123, 508, 61}","[5.920756, 5.5628963, 5.506039, 5.561319, 5.131618, 5.3938627, 5.2100525, 5.229909, 5.1446157, 5.3262377, 5.2495317, 5.1161375, 5.01025, 5.0664935, 5.2771053, 4.903701, 4.917564, 5.0311007, 5.137056, 5.1299815]",1441
68,311,"[311, 1010, 63, 142, 316, 173, 168, 188, 49, 171, 1477, 270, 172, 314, 214, 417, 250, 485, 113, 11]","[1010, 250, 311, 63, 142, 168, 188, 171, 270, 316, 417, 173, 113, 49, 1477, 11, 314, 214, 172, 485]","{738, 840, 586, 299, 242, 124}","[6.011509, 6.177278, 5.916222, 5.8724823, 5.619898, 5.592871, 5.7798543, 5.7612133, 5.5263906, 5.7130566, 5.515185, 5.694084, 5.4683266, 5.4849844, 5.473315, 5.6152644, 6.019701, 5.3642516, 5.527691, 5.499614]",250
69,611,"[611, 882, 113, 355, 609, 63, 199, 41, 182, 165, 309, 197, 11, 996, 491, 527, 509, 133, 425, 168]","[611, 882, 113, 11, 197, 168, 996, 609, 309, 355, 182, 41, 527, 199, 165, 63, 133, 509, 425, 491]","{99, 715, 236, 690, 181, 472, 827}","[5.787825, 5.528927, 5.5127954, 5.252371, 5.2631783, 5.126863, 5.178773, 5.236393, 5.240453, 5.1273227, 5.261791, 5.307178, 5.3276005, 5.272762, 4.9331837, 5.1857085, 4.9636064, 5.081565, 4.952879, 5.289474]",168
70,127,"[127, 472, 1003, 188, 1181, 191, 425, 490, 237, 241, 614, 1205, 355, 478, 432, 491, 213, 601, 673, 477]","[425, 127, 188, 355, 1003, 491, 477, 601, 241, 472, 1181, 490, 191, 478, 1205, 673, 614, 432, 237, 213]","{193, 131, 201, 173, 270, 49, 274, 314}","[4.437712, 3.7821782, 3.8799171, 4.36909, 3.7779362, 3.5782814, 4.51583, 3.738837, 2.9462364, 3.7897751, 3.180869, 3.4375114, 4.195093, 3.5474846, 3.0185595, 3.8560135, 2.7946975, 3.806856, 3.3378222, 3.8415027]",425
