user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,1547,"[1547, 1114, 698, 1055, 1441, 1154, 645, 863, 911, 1581, 1578, 1411, 1444, 1430, 516, 487, 426, 283, 1525, 1094]","[1114, 645, 911, 1411, 516, 1154, 426, 283, 1094, 1547, 1441, 863, 487, 1444, 1430, 698, 1055, 1525, 1581, 1578]","{0, 130, 7, 14, 149, 157, 56, 66, 195, 206, 215, 223, 230, 232, 105, 108, 109, 239, 119, 125}","[5.062493, 5.355189, 4.8466625, 4.839982, 5.0061555, 5.1127887, 5.294995, 4.9753346, 5.235835, 4.673283, 4.667497, 5.1553354, 4.8602123, 4.857928, 5.1243057, 4.906007, 5.0709953, 5.0693417, 4.7621746, 5.065247]",1094
1,1226,"[1226, 495, 186, 313, 249, 476, 188, 1441, 477, 863, 126, 737, 9, 1159, 706, 456, 611, 914, 8, 893]","[1441, 863, 126, 1226, 495, 186, 249, 313, 476, 188, 477, 737, 9, 1159, 706, 456, 611, 914, 8, 893]",{300},"[4.265857, 4.128924, 4.1193395, 4.012336, 4.0125275, 4.0113044, 4.010319, 4.3045726, 3.9801416, 4.2747283, 4.2677913, 3.966535, 3.9635758, 3.962869, 3.94962, 3.935668, 3.9345067, 3.9125996, 3.9113765, 3.874513]",126
2,1441,"[1441, 863, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1540, 1352, 1587, 133, 509, 1229, 659, 714, 186, 1145]","[1441, 509, 863, 659, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1352, 1540, 1587, 133, 1229, 714, 186, 1145]","{256, 65, 68, 228, 144, 376, 185, 28}","[4.9515862, 4.923908, 4.919077, 4.805642, 4.8014812, 4.716997, 4.7076073, 4.693592, 4.6862726, 4.679782, 4.671738, 4.6759777, 4.645041, 4.6386347, 4.945053, 4.6018686, 4.919149, 4.5733523, 4.545802, 4.538153]",659
3,1441,"[1441, 863, 1444, 1430, 659, 118, 1525, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 846]","[1441, 863, 1547, 1444, 1430, 118, 1525, 1254, 1540, 1352, 1587, 133, 659, 1229, 1114, 714, 1145, 601, 1129, 846]","{256, 135, 490, 236, 110, 403, 308, 469, 470, 21, 474}","[4.8790803, 4.8483796, 4.733136, 4.7306814, 4.55713, 4.641467, 4.6351013, 4.618383, 4.601075, 4.6007676, 4.574376, 4.5702496, 4.5248337, 4.510893, 4.4965606, 4.7463336, 4.4656467, 4.4614286, 4.454595, 4.4443913]",1547
4,1547,"[1547, 698, 1055, 858, 1581, 1578, 845, 903, 1431, 1441, 168, 1373, 11, 863, 311, 518, 406, 113, 250, 801]","[858, 1431, 168, 311, 518, 801, 1547, 698, 1055, 1581, 1578, 845, 903, 1441, 863, 1373, 11, 406, 113, 250]","{3, 517, 6, 7, 8, 519, 541, 544, 38, 43, 46, 560, 49, 50, 63, 69, 582, 71, 586, 587, 589, 78, 591, 80, 81, 590, 599, 88, 602, 91, 92, 606, 608, 98, 611, 612, 105, 625, 626, 628, 117, 630, 632, 635, 125, 637, 130, 644, 645, 647, 139, 144, 661, 152, 153, 666, 155, 156, 668, 160, 673, 676, 678, 167, 680, 171, 177, 180, 182, 185, 191, 195, 201, 202, 206, 207, 209, 210, 212, 214, 215, 216, 218, 227, 228, 229, 231, 233, 237, 258, 279, 286, 305, 363, 365, 377, 382, 387, 403, 414, 417, 418, 428, 429, 433, 434, 438, 445, 449, 453, 470, 477, 479, 485, 499, 500, 502, 504, 505, 507, 508}","[5.3480353, 5.1323204, 5.126267, 5.819447, 4.958211, 4.9524636, 4.8378677, 4.833444, 5.501879, 4.8041253, 5.4627304, 4.7591076, 4.7582297, 4.7731056, 5.4303656, 5.402382, 4.6754413, 4.669515, 4.6615195, 5.349588]",801
5,1547,"[1547, 698, 1055, 1581, 1578, 858, 49, 845, 903, 63, 171, 1373, 173, 1441, 481, 406, 168, 863, 113, 126]","[126, 1547, 1441, 863, 858, 49, 698, 1055, 171, 173, 63, 1581, 1578, 845, 903, 1373, 481, 406, 168, 113]","{384, 515, 644, 393, 266, 14, 657, 275, 284, 542, 547, 299, 556, 172, 174, 687, 179, 310, 55, 696, 315, 316, 322, 195, 709, 710, 69, 715, 719, 82, 733, 739, 740, 741, 355, 745, 748, 236, 110, 237, 370}","[4.722587, 4.508592, 4.5030446, 4.334466, 4.3286896, 4.5691824, 4.539256, 4.2149773, 4.210252, 4.3347635, 4.4534073, 4.135923, 4.4051433, 4.718907, 4.065038, 4.0544963, 4.0470967, 4.6894937, 4.0412593, 4.727453]",126
6,642,"[642, 1114, 487, 18, 911, 1094, 1154, 1411, 123, 1117, 255, 1181, 531, 605, 1174, 252, 1292, 1581, 643, 915]","[1114, 911, 1411, 255, 1181, 1581, 531, 605, 643, 1174, 1292, 915, 642, 18, 487, 1154, 1094, 123, 1117, 252]","{516, 517, 6, 8, 10, 523, 525, 528, 16, 23, 538, 539, 27, 549, 38, 41, 556, 557, 47, 559, 561, 564, 568, 63, 71, 583, 584, 587, 85, 86, 87, 602, 90, 94, 608, 99, 619, 109, 627, 629, 117, 120, 635, 636, 127, 134, 648, 649, 659, 663, 152, 665, 666, 156, 668, 160, 164, 681, 682, 683, 175, 689, 178, 180, 183, 703, 192, 193, 198, 712, 201, 200, 203, 716, 207, 214, 728, 216, 222, 224, 228, 743, 744, 236, 750, 241, 242, 753, 756, 759, 769, 770, 773, 262, 263, 269, 788, 799, 805, 809, 811, 304, 305, 821, 310, 826, 315, 317, 830, 831, 319, 321, 318, 833, 836, 325, 838, 839, 837, 848, 337, 338, 850, 849, 341, 854, 356, 868, 361, 377, 889, 380, 392, 396, 402, 407, 408, 418, 421, 428, 433, 434, 439, 442, 445, 446, 451, 465, 470, 473, 479, 481, 490, 491, 502, 505, 506, 508, 509}","[4.939275, 5.4669247, 4.6606307, 4.7283845, 5.3479614, 4.595816, 4.649584, 5.2768183, 4.523777, 4.428729, 5.1143513, 5.111255, 5.063076, 5.0495677, 5.0360084, 4.3245063, 5.000728, 5.073471, 5.0401874, 4.939665]",915
7,642,"[642, 18, 1154, 487, 143, 425, 63, 97, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115]",,,,-1
8,1547,"[1547, 858, 49, 698, 1055, 1581, 1578, 1431, 168, 509, 845, 903, 311, 659, 518, 204, 1441, 517, 189, 1373]","[1547, 698, 1055, 1581, 1578, 845, 903, 1373, 858, 49, 1441, 1431, 168, 311, 518, 204, 517, 189, 509, 659]","{32, 229, 133, 167, 199, 933, 298, 75, 938, 935, 208, 467, 88, 282, 507, 286, 319}","[6.1781893, 5.584675, 5.5543766, 5.9596434, 5.95643, 5.7881293, 5.782341, 5.281032, 5.2424026, 4.9895926, 5.6686535, 5.6636477, 5.2097597, 4.951146, 5.181543, 5.1811824, 5.369409, 5.1569614, 5.1564603, 5.589319]",1373
9,270,"[270, 314, 1156, 331, 1226, 313, 188, 11, 295, 954, 611, 446, 495, 186, 338, 311, 742, 500, 612, 908]","[270, 311, 314, 1156, 331, 313, 188, 11, 295, 954, 611, 446, 742, 500, 612, 908, 1226, 495, 186, 338]","{68, 861}","[4.1999655, 4.1456914, 4.010802, 3.9932723, 3.6432986, 3.8707578, 3.8412697, 3.8290482, 3.8274674, 3.8037472, 3.7610183, 3.7561338, 3.5108204, 3.5026276, 3.492499, 4.1571455, 3.7203298, 3.689612, 3.6842377, 3.6713831]",311
