user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,1547,"[1547, 1114, 698, 1055, 1441, 1154, 645, 863, 911, 1581, 1578, 1411, 1444, 1430, 516, 487, 426, 283, 1525, 1094, 845, 1254, 903, 643, 406, 1540, 1352, 650, 1587, 255, 316, 858, 1181, 630, 430, 882, 1373, 11, 1124, 520, 642, 509, 1229, 481, 531, 526, 605, 714, 659, 1174]","[1547, 1114, 1154, 698, 645, 1055, 1441, 911, 863, 1411, 1581, 516, 1578, 1444, 1430, 487, 426, 283, 1094, 643, 1525, 650, 845, 255, 903, 1254, 642, 1181, 406, 630, 858, 430, 882, 1540, 1352, 1124, 520, 1587, 481, 316, 531, 526, 509, 605, 1373, 11, 1174, 659, 1229, 714]",{125},"[5.229579, 5.0687184, 5.0138016, 5.0084586, 4.9759216, 5.0232105, 5.008562, 4.945656, 4.9497967, 4.840161, 4.8343673, 4.8775425, 4.829981, 4.8282895, 4.8373685, 4.8146796, 4.784536, 4.783026, 4.7319455, 4.779148, 4.7207184, 4.714137, 4.7156806, 4.7611575, 4.7068286, 4.697717, 4.6965218, 4.727225, 4.671019, 4.71625, 4.6677012, 4.701366, 4.7107224, 4.7040777, 4.6992507, 4.697939, 4.6413555, 4.6403155, 4.686361, 4.682068, 4.712409, 4.6609583, 4.6221023, 4.6677704, 4.664572, 4.663949, 4.653147, 4.5936174, 4.6225805, 4.6350217]",1154
1,1226,"[1226, 495, 186, 313, 249, 476, 188, 1441, 477, 863, 126, 737, 9, 1159, 706, 456, 611, 914, 8, 893, 1444, 1068, 527, 1430, 303, 500, 174, 1474, 453, 432, 427, 1205, 118, 1525, 1254, 1075, 55, 12, 406, 490, 1540, 1352, 536, 702, 431, 1587, 671, 235, 295, 1036]","[1441, 863, 126, 1226, 1444, 1430, 495, 186, 118, 1525, 1254, 55, 406, 1540, 1352, 249, 313, 476, 188, 1587, 477, 737, 9, 1159, 706, 456, 611, 914, 8, 893, 1068, 527, 500, 303, 174, 1474, 453, 432, 427, 1205, 1075, 12, 490, 536, 702, 431, 235, 671, 295, 1036]",{300},"[4.265857, 4.128924, 4.1193395, 4.012336, 4.0125275, 4.0113044, 4.010319, 4.3045726, 3.9801416, 4.2747283, 4.2677913, 3.966535, 3.9635758, 3.962869, 3.94962, 3.935668, 3.9345067, 3.9125996, 3.9113765, 3.874513, 4.158632, 3.865356, 3.861185, 4.15683, 3.8267403, 3.8466794, 3.8201013, 3.8190305, 3.8122578, 3.8036926, 3.790888, 3.7763786, 4.067817, 4.060597, 4.0434895, 3.7454908, 4.034952, 3.7388935, 4.034554, 3.731725, 4.025938, 4.0258746, 3.7234023, 3.72143, 3.717838, 3.99924, 3.700105, 3.700378, 3.6959102, 3.6935258]",1441
2,1441,"[1441, 863, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1540, 1352, 1587, 133, 509, 1229, 659, 714, 186, 1145, 601, 1547, 1129, 846, 283, 652, 486, 1546, 191, 472, 482, 179, 300, 1370, 342, 478, 177, 477, 1055, 168, 113, 1582, 355, 639, 22, 1576, 655, 1496, 1012, 13]","[1441, 863, 126, 509, 1444, 1430, 659, 118, 1525, 1254, 55, 406, 191, 1352, 1540, 1587, 133, 177, 1229, 714, 186, 1145, 601, 1547, 1129, 283, 846, 652, 486, 1546, 472, 482, 179, 300, 342, 1370, 478, 477, 1055, 113, 168, 1582, 355, 639, 22, 1576, 655, 1496, 1012, 13]","{256, 65, 68, 185, 28}","[4.965694, 4.9384646, 4.933157, 4.819751, 4.81842, 4.7315536, 4.721716, 4.707778, 4.7001877, 4.6955614, 4.6873174, 4.6901636, 4.66062, 4.6524477, 4.848094, 4.615792, 4.8175745, 4.587287, 4.559908, 4.5522623, 4.5490875, 4.5474844, 4.546014, 4.531008, 4.5339975, 4.5147967, 4.492495, 4.4864945, 4.6930227, 4.4780974, 4.470305, 4.4542522, 4.439657, 4.438672, 4.438896, 4.4375944, 4.647595, 4.422054, 4.4133472, 4.4020314, 4.407392, 4.398011, 4.393428, 4.3905835, 4.3890605, 4.3843946, 4.3757176, 4.372357, 4.358034, 4.35798]",509
3,1441,"[1441, 863, 1444, 1430, 659, 118, 1525, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 846, 645, 652, 1546, 911, 1370, 342, 1582, 1055, 113, 355, 1411, 639, 1576, 655, 44, 1496, 642, 516, 1012, 1537, 698, 688, 1190, 178, 1382, 661, 426, 1292, 1094, 59]","[1441, 863, 1444, 1430, 118, 1525, 659, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 645, 846, 652, 1546, 911, 1370, 342, 1055, 1411, 113, 1582, 639, 1576, 655, 355, 1496, 516, 698, 1012, 1537, 44, 688, 642, 1190, 178, 1382, 426, 661, 1094, 1292, 59]",{490},"[4.872821, 4.842854, 4.72688, 4.724649, 4.6158004, 4.6359434, 4.628845, 4.611402, 4.5940657, 4.5937867, 4.5673676, 4.556356, 4.518937, 4.503793, 4.4904013, 4.4865236, 4.459391, 4.4541063, 4.4488897, 4.4381366, 4.4436045, 4.4181333, 4.393623, 4.384955, 4.343064, 4.3420835, 4.296922, 4.316461, 4.3101363, 4.2787504, 4.313407, 4.292488, 4.291145, 4.2798514, 4.2467427, 4.275982, 4.243811, 4.2726145, 4.2623806, 4.2536235, 4.27085, 4.245946, 4.241081, 4.225905, 4.2212095, 4.2178116, 4.2195325, 4.2117586, 4.214229, 4.2066264]",118
4,1547,"[1547, 698, 1055, 858, 1581, 1578, 845, 903, 1431, 1441, 168, 1373, 11, 863, 311, 518, 406, 113, 250, 801, 946, 1444, 1430, 355, 1333, 832, 1156, 928, 198, 949, 954, 118, 957, 1525, 112, 491, 1254, 1255, 1540, 1352, 169, 192, 1587, 270, 133, 1246, 300, 732, 1237, 56]","[1547, 698, 858, 1055, 1441, 1581, 1578, 863, 845, 903, 1431, 1444, 1430, 168, 1373, 11, 311, 118, 518, 1525, 1254, 1540, 1352, 406, 801, 113, 250, 1587, 946, 133, 355, 1333, 832, 928, 1156, 198, 949, 957, 954, 491, 112, 1255, 169, 192, 270, 1246, 732, 1237, 300, 56]","{480, 512, 43, 428, 211, 22, 602, 541}","[5.670654, 5.4549375, 5.449567, 5.454084, 5.2811747, 5.2753835, 5.161638, 5.156787, 5.1473584, 5.288994, 5.1088147, 5.08246, 5.080672, 5.259885, 5.076091, 5.0492053, 4.997388, 4.985605, 4.9848986, 4.9953423, 4.9834337, 5.1430507, 5.1413436, 4.951463, 4.9332137, 4.9156885, 4.8976073, 4.8990574, 4.890461, 4.8864417, 4.8667655, 5.052972, 4.873886, 5.045016, 4.8506446, 4.859931, 5.0273733, 4.8377285, 5.010239, 5.0097575, 4.8188796, 4.811145, 4.9835405, 4.794016, 4.971397, 4.783234, 4.7758904, 4.777699, 4.775921, 4.763821]",1441
5,1547,"[1547, 698, 1055, 1581, 1578, 858, 49, 845, 903, 63, 171, 1373, 173, 1441, 481, 406, 168, 863, 113, 126, 250, 311, 1333, 494, 97, 655, 1431, 1156, 511, 1444, 1430, 954, 513, 496, 601, 112, 270, 1255, 518, 485, 169, 949, 482, 204, 314, 118, 1246, 222, 1525, 300]","[1547, 698, 1055, 858, 1581, 1578, 49, 171, 63, 845, 903, 173, 1373, 311, 481, 1441, 494, 406, 168, 113, 1431, 250, 863, 126, 1333, 655, 97, 1156, 511, 204, 1444, 954, 1430, 513, 496, 601, 270, 112, 1255, 518, 485, 169, 949, 482, 314, 1246, 222, 118, 300, 1525]","{56, 716}","[5.089747, 4.8742366, 4.8688507, 4.7005124, 4.69472, 4.708856, 4.678919, 4.581108, 4.576072, 4.5828476, 4.5919547, 4.5017467, 4.5449576, 4.433067, 4.4338727, 4.418326, 4.413831, 4.403338, 4.4090548, 4.400846, 4.404246, 4.462839, 4.3525014, 4.4315443, 4.3365726, 4.3371806, 4.406516, 4.3169594, 4.3099856, 4.287126, 4.2850976, 4.2861214, 4.2823367, 4.2806826, 4.2737193, 4.2699914, 4.273292, 4.257326, 4.2543826, 4.2385926, 4.2382064, 4.2337523, 4.2255588, 4.3058424, 4.2143598, 4.1964283, 4.2023926, 4.2018657, 4.189091, 4.1945486]",858
6,642,"[642, 1114, 487, 18, 911, 1094, 1154, 1411, 123, 1117, 255, 1181, 531, 605, 1174, 252, 1292, 1581, 643, 915, 43, 135, 939, 250, 54, 267, 59, 630, 897, 600, 526, 1124, 928, 1578, 1252, 130, 191, 92, 1547, 1254, 519, 19, 185, 1441, 125, 698, 212, 1364, 468, 963]","[642, 1114, 487, 18, 1094, 911, 1154, 123, 1411, 1117, 255, 1181, 252, 531, 605, 1174, 1292, 135, 1581, 43, 915, 928, 939, 643, 267, 897, 59, 1252, 600, 130, 526, 250, 54, 630, 1124, 191, 1578, 92, 19, 1254, 185, 125, 519, 1547, 212, 1441, 1364, 698, 468, 963]","{768, 545, 736}","[5.392566, 5.1641116, 5.1144614, 5.06353, 5.0452604, 5.048722, 4.9822383, 4.9737267, 4.9760327, 4.882567, 4.811665, 4.806377, 4.759924, 4.7488356, 4.7302628, 4.77749, 4.697395, 4.650979, 4.6171365, 4.6383324, 4.6425567, 4.676022, 4.629903, 4.5734234, 4.5725703, 4.6052814, 4.603567, 4.5599704, 4.604425, 4.5955896, 4.585569, 4.542367, 4.6327376, 4.527828, 4.5988855, 4.5943575, 4.534802, 4.523817, 4.433662, 4.4943657, 4.4371986, 4.5111156, 4.4664526, 4.419571, 4.437245, 4.379979, 4.423424, 4.400578, 4.335101, 4.3306794]",1094
7,642,"[642, 18, 1154, 487, 143, 425, 63, 97, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115, 212, 1117, 508, 64, 645, 1182, 858, 1384, 433, 915, 1184, 86, 649, 41, 96, 171, 1094, 252, 960, 173, 548, 1181, 931, 176, 123, 202, 1064, 114, 1237, 1252]","[642, 18, 1154, 487, 858, 143, 425, 171, 63, 97, 173, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115, 212, 508, 64, 645, 1094, 1182, 1117, 1384, 433, 123, 915, 1184, 86, 649, 41, 96, 252, 960, 1181, 548, 931, 176, 202, 1064, 114, 1237, 1252]","{0, 290, 6, 840, 331, 12, 589, 750, 304, 273, 305, 117, 124, 254}","[5.0127606, 5.006056, 4.9254184, 4.887499, 4.7461634, 4.7092223, 4.616, 4.603251, 4.5853972, 4.5759363, 4.5727835, 4.5487213, 4.5245085, 4.4370914, 4.4097633, 4.4053106, 4.4016075, 4.4007773, 4.3756585, 4.372576, 4.3669624, 4.2799096, 4.306169, 4.2966733, 4.29343, 4.2819223, 4.759227, 4.234185, 4.227167, 4.205093, 4.191804, 4.1749372, 4.170611, 4.1665883, 4.165858, 4.6427646, 4.2933564, 4.1356096, 4.1279526, 4.5965085, 4.102511, 4.1025333, 4.0963893, 4.0809712, 4.219086, 4.0660744, 4.0653267, 4.050431, 4.040059, 3.9526343]",858
8,1547,"[1547, 858, 49, 698, 1055, 1581, 1578, 1431, 168, 509, 845, 903, 311, 659, 518, 204, 1441, 517, 189, 1373, 180, 649, 863, 801, 946, 481, 406, 191, 113, 250, 832, 135, 78, 928, 1444, 1430, 27, 949, 957, 1333, 222, 491, 485, 172, 1156, 511, 192, 525, 954, 118]","[1547, 698, 1055, 858, 1581, 1578, 49, 845, 903, 1373, 481, 1431, 113, 250, 168, 1441, 1333, 311, 863, 518, 204, 1156, 511, 517, 189, 954, 649, 180, 801, 946, 1444, 1430, 509, 406, 832, 659, 135, 928, 78, 949, 27, 957, 118, 222, 491, 485, 172, 192, 525, 191]","{88, 282, 507, 933}","[6.009966, 5.643037, 5.612868, 5.792402, 5.788466, 5.6200776, 5.6142855, 5.3392076, 5.3005543, 5.142462, 5.5006537, 5.4956875, 5.2677937, 5.1040473, 5.2401323, 5.2396994, 5.295748, 5.2160053, 5.2152753, 5.421361, 5.1913285, 5.1999903, 5.2634063, 5.1867404, 5.1730175, 5.353796, 5.139577, 4.9870625, 5.329102, 5.3237042, 5.1089706, 5.1006994, 5.086984, 5.090769, 5.149806, 5.147307, 5.0782866, 5.0787234, 5.069786, 5.272115, 5.054757, 5.0481186, 5.039023, 5.020175, 5.236942, 5.229586, 5.002342, 4.995487, 5.2056255, 5.0564947]",1581
9,270,"[270, 314, 1156, 331, 1226, 313, 188, 11, 295, 954, 611, 446, 495, 186, 338, 311, 742, 500, 612, 908, 392, 946, 536, 1552, 222, 249, 476, 1140, 1139, 1092, 116, 172, 1380, 477, 1459, 737, 9, 628, 1159, 427, 706, 1207, 456, 890, 95, 296, 1177, 914, 8, 78]","[270, 314, 1156, 331, 311, 313, 188, 11, 295, 954, 611, 446, 1226, 742, 500, 612, 908, 392, 946, 1552, 536, 222, 1140, 1139, 1092, 1380, 116, 172, 495, 1459, 186, 338, 628, 427, 1207, 890, 95, 296, 1177, 78, 249, 476, 477, 737, 9, 1159, 706, 456, 914, 8]",{68},"[4.2019672, 4.145681, 4.0099435, 3.9932663, 3.7411053, 3.8718534, 3.8412776, 3.8290393, 3.8276103, 3.8030422, 3.7607565, 3.756583, 3.6065385, 3.5975423, 3.5879085, 3.9875455, 3.7205698, 3.6926155, 3.6848705, 3.671612, 3.6672077, 3.6650307, 3.6391551, 3.6393325, 3.6357179, 3.4903092, 3.4895377, 3.6328516, 3.629871, 3.6249404, 3.617984, 3.6177812, 3.621495, 3.4585834, 3.5982516, 3.4434426, 3.443179, 3.5841904, 3.4378586, 3.5691895, 3.4277043, 3.5666354, 3.4130592, 3.5516167, 3.5449486, 3.5402114, 3.534037, 3.3902216, 3.3878224, 3.507093]",311
