user,item,topk,new_topk,counterfactual,predicted_scores,replacement
241,731,"[731, 63, 996, 113, 1477, 202, 1330, 314, 690, 929, 222, 541, 92, 41, 283, 476, 582, 513, 25, 609]","[996, 113, 476, 731, 1477, 1330, 63, 690, 283, 929, 222, 202, 314, 92, 609, 41, 541, 582, 513, 25]","{256, 257, 512, 10, 142, 528, 152, 537, 156, 293, 165, 423, 425, 173, 687, 49, 305, 689, 310, 311, 316, 326, 214, 237, 495, 126}","[5.4033904, 5.240644, 5.5745344, 5.5457253, 5.354717, 5.120809, 5.310411, 5.037366, 5.223435, 5.1938634, 5.163315, 4.8901815, 5.011542, 4.9198136, 5.218767, 5.4044123, 4.7856555, 4.7348957, 4.7251363, 4.9540796]",476
242,915,"[915, 749, 164, 858, 197, 168, 370, 205, 732, 604, 914, 241, 159, 948, 611, 601, 478, 1352, 714, 188]","[601, 478, 1352, 915, 168, 858, 241, 749, 732, 604, 164, 914, 197, 188, 205, 159, 948, 370, 611, 714]","{257, 385, 2, 1153, 266, 142, 527, 14, 1038, 658, 273, 529, 1301, 281, 30, 287, 163, 423, 41, 298, 43, 171, 557, 302, 173, 174, 180, 181, 55, 57, 58, 831, 705, 710, 582, 840, 203, 1101, 717, 81, 210, 214, 88, 1369, 473, 609, 1001, 234, 368, 116, 245, 759, 249}","[5.356572, 5.088008, 4.9767036, 5.2235475, 4.8862576, 5.3030386, 4.6872473, 4.8338776, 5.0829225, 5.0194883, 4.9537716, 5.1690655, 4.8205457, 4.7410736, 4.6108274, 5.430148, 5.4152727, 5.358015, 4.4487925, 4.886209]",1352
243,849,"[849, 322, 362, 768, 996, 23, 1231, 108, 399, 1126, 92, 832, 113, 248, 776, 235, 128, 250, 1092, 101]","[399, 776, 849, 108, 996, 768, 23, 322, 250, 1231, 92, 248, 1126, 113, 832, 362, 128, 101, 235, 1092]","{257, 321, 675, 331, 268, 299, 336, 305, 340, 341, 890}","[5.3413625, 4.8284025, 4.2293324, 4.9232693, 5.126446, 4.8897467, 4.6543093, 5.206721, 5.6969004, 4.403395, 4.636114, 4.2324686, 4.391477, 4.537279, 5.351954, 3.6229079, 4.1405983, 4.7019863, 3.4772754, 3.8529236]",776
244,1430,"[1430, 1330, 1264, 1485, 1092, 55, 1153, 937, 903, 1150, 1036, 1525, 897, 118, 644, 639, 331, 1578, 1055, 5]","[5, 1430, 937, 1330, 1264, 331, 1485, 1036, 1525, 118, 1153, 1092, 903, 1150, 897, 644, 55, 639, 1578, 1055]","{835, 580, 136, 267, 1452, 461, 13, 818, 220, 115, 85, 182, 403, 24, 185, 124}","[5.856734, 5.4278903, 5.3367257, 5.2763486, 5.061399, 5.0069275, 5.1205645, 5.5709906, 5.053818, 5.0376496, 5.1814704, 5.1786346, 5.0189857, 5.164905, 5.0144854, 4.994214, 5.3114357, 4.937328, 4.908223, 5.888596]",5
245,1430,"[1430, 1554, 331, 849, 937, 1485, 128, 1182, 462, 1207, 1252, 250, 726, 651, 1330, 742, 302, 240, 916, 639]","[331, 849, 1554, 742, 1430, 1182, 462, 1485, 250, 1330, 937, 726, 128, 916, 1252, 240, 1207, 651, 639, 302]","{512, 515, 8, 524, 527, 39, 559, 565, 55, 64, 71, 593, 87, 93, 97, 98, 1123, 101, 614, 105, 621, 1134, 626, 627, 116, 117, 629, 121, 126, 131, 649, 138, 141, 658, 150, 153, 160, 161, 162, 674, 166, 1197, 178, 696, 184, 199, 209, 210, 211, 213, 215, 222, 735, 1249, 239, 751, 247, 257, 803, 293, 296, 829, 320, 321, 328, 841, 354, 368, 1404, 383, 390, 391, 1419, 399, 920, 409, 412, 414, 415, 416, 417, 418, 931, 421, 934, 438, 445, 960, 450, 474, 477, 995, 501}","[5.328771, 5.63623, 5.788846, 5.7472463, 5.1043863, 5.162149, 5.0686846, 5.2321844, 5.1991696, 4.9403024, 5.0000043, 5.122275, 5.095982, 4.9170313, 5.1156125, 5.329333, 4.581502, 4.9614186, 5.05508, 4.8177896]",742
246,1444,"[1444, 749, 858, 1190, 268, 567, 392, 243, 1554, 63, 748, 732, 390, 462, 1140, 1156, 221, 714, 484, 1010]","[749, 1444, 1190, 1554, 567, 63, 858, 732, 243, 1156, 390, 462, 1010, 392, 268, 484, 748, 714, 221, 1140]","{269, 186, 499, 101}","[4.8086047, 4.8897653, 4.6279182, 4.7581625, 4.457899, 4.6365805, 4.5020165, 4.5981717, 4.7554045, 4.633084, 4.386336, 4.600954, 4.558246, 4.5401583, 4.2593026, 4.589861, 4.262494, 4.311557, 4.401594, 4.5216274]",1010
247,392,"[392, 1430, 49, 1129, 954, 1330, 732, 21, 171, 311, 509, 295, 832, 209, 165, 63, 316, 189, 1139, 264]","[392, 49, 732, 21, 1129, 954, 1330, 171, 311, 295, 832, 165, 63, 209, 316, 189, 264, 1430, 1139, 509]","{640, 516, 134, 519, 521, 1037, 527, 788, 661, 27, 423, 172, 52, 354, 742, 233, 238, 240, 757, 639}","[5.479305, 4.838344, 5.3212113, 5.2789702, 5.2256594, 5.161903, 5.2998857, 5.2850804, 5.1043057, 5.034274, 4.683426, 5.005527, 5.0039487, 4.882755, 4.9577274, 4.8990326, 4.878739, 4.875661, 4.6945887, 4.8505936]",264
248,188,"[188, 127, 318, 425, 472, 355, 1003, 314, 313, 113, 13, 491, 191, 291, 731, 63, 241, 78, 142, 477]","[318, 188, 425, 472, 491, 127, 1003, 113, 355, 13, 191, 291, 63, 313, 142, 314, 477, 241, 78, 731]","{257, 259, 326, 269, 336, 305, 343, 286, 287}","[5.081802, 4.7532415, 5.4107275, 4.917507, 4.8142986, 4.683767, 4.70832, 4.308646, 4.3990717, 4.7037024, 4.6744976, 4.7788415, 4.6148515, 4.513876, 3.8858466, 4.451137, 4.278886, 4.263767, 4.3692083, 4.3070364]",491
249,173,"[173, 509, 95, 78, 63, 49, 314, 1430, 954, 518, 97, 126, 612, 128, 1330, 1129, 236, 171, 566, 27]","[1129, 173, 1430, 126, 128, 95, 78, 509, 49, 63, 954, 1330, 314, 171, 566, 97, 27, 518, 612, 236]","{321, 290, 292, 324, 678, 744, 298, 331}","[5.3163934, 5.065158, 5.163005, 5.1118093, 5.05596, 5.0586405, 4.8468714, 5.2588553, 4.963434, 4.744124, 4.786207, 5.2048535, 4.71255, 5.1876154, 4.9107466, 5.3184643, 4.017548, 4.842053, 4.805411, 4.7808876]",1129
250,749,"[749, 849, 610, 1220, 848, 939, 536, 510, 1430, 1010, 206, 1252, 809, 1330, 494, 250, 1156, 55, 1292, 270]","[610, 848, 1220, 849, 270, 749, 1430, 939, 510, 1010, 536, 1330, 55, 1252, 206, 809, 1292, 494, 250, 1156]","{136, 649, 10, 13, 525, 143, 653, 403, 679, 41, 169, 171, 172, 429, 173, 182, 566, 184, 188, 67, 709, 69, 199, 72, 198, 334, 207, 979, 86, 87, 94, 481, 355, 742, 233, 1005, 365}","[5.1125145, 5.22912, 5.5106826, 5.3384347, 5.4818497, 5.0344734, 4.900626, 4.948518, 5.099585, 4.9419627, 4.8307757, 4.835124, 4.80677, 4.9003053, 4.748435, 4.5475225, 4.4259796, 4.8424807, 4.800967, 5.117851]",270
