user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,1547,"[1547, 1114, 698, 1055, 1441, 1154, 645, 863, 911, 1581, 1578, 1411, 1444, 1430, 516, 487, 426, 283, 1525, 1094, 845, 1254, 903, 643, 406, 1540, 1352, 650, 1587, 255, 316, 858, 1181, 630, 430, 882, 1373, 11, 1124, 520, 642, 509, 1229, 481, 531, 526, 605, 714, 659, 1174]","[1547, 1114, 1154, 698, 645, 1055, 1441, 911, 863, 1411, 1581, 516, 1578, 1444, 1430, 487, 426, 283, 1094, 643, 1525, 650, 845, 255, 903, 1254, 642, 1181, 406, 630, 858, 430, 882, 1540, 1352, 1124, 520, 1587, 481, 316, 531, 526, 509, 605, 1373, 11, 1174, 659, 1229, 714]",{125},"[5.229579, 5.0687184, 5.0138016, 5.0084586, 4.9759216, 5.0232105, 5.008562, 4.945656, 4.9497967, 4.840161, 4.8343673, 4.8775425, 4.829981, 4.8282895, 4.8373685, 4.8146796, 4.784536, 4.783026, 4.7319455, 4.779148, 4.7207184, 4.714137, 4.7156806, 4.7611575, 4.7068286, 4.697717, 4.6965218, 4.727225, 4.671019, 4.71625, 4.6677012, 4.701366, 4.7107224, 4.7040777, 4.6992507, 4.697939, 4.6413555, 4.6403155, 4.686361, 4.682068, 4.712409, 4.6609583, 4.6221023, 4.6677704, 4.664572, 4.663949, 4.653147, 4.5936174, 4.6225805, 4.6350217]",1154
1,1226,"[1226, 495, 186, 313, 249, 476, 188, 1441, 477, 863, 126, 737, 9, 1159, 706, 456, 611, 914, 8, 893, 1444, 1068, 527, 1430, 303, 500, 174, 1474, 453, 432, 427, 1205, 118, 1525, 1254, 1075, 55, 12, 406, 490, 1540, 1352, 536, 702, 431, 1587, 671, 235, 295, 1036]","[1441, 863, 126, 1226, 1444, 1430, 495, 186, 118, 1525, 1254, 55, 406, 1540, 1352, 249, 313, 476, 188, 1587, 477, 737, 9, 1159, 706, 456, 611, 914, 8, 893, 1068, 527, 500, 303, 174, 1474, 453, 432, 427, 1205, 1075, 12, 490, 536, 702, 431, 235, 671, 295, 1036]",{300},"[4.265857, 4.128924, 4.1193395, 4.012336, 4.0125275, 4.0113044, 4.010319, 4.3045726, 3.9801416, 4.2747283, 4.2677913, 3.966535, 3.9635758, 3.962869, 3.94962, 3.935668, 3.9345067, 3.9125996, 3.9113765, 3.874513, 4.158632, 3.865356, 3.861185, 4.15683, 3.8267403, 3.8466794, 3.8201013, 3.8190305, 3.8122578, 3.8036926, 3.790888, 3.7763786, 4.067817, 4.060597, 4.0434895, 3.7454908, 4.034952, 3.7388935, 4.034554, 3.731725, 4.025938, 4.0258746, 3.7234023, 3.72143, 3.717838, 3.99924, 3.700105, 3.700378, 3.6959102, 3.6935258]",1441
2,1441,"[1441, 863, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1540, 1352, 1587, 133, 509, 1229, 659, 714, 186, 1145, 601, 1547, 1129, 846, 283, 652, 486, 1546, 191, 472, 482, 179, 300, 1370, 342, 478, 177, 477, 1055, 168, 113, 1582, 355, 639, 22, 1576, 655, 1496, 1012, 13]","[509, 659, 191, 177, 1441, 863, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1352, 1540, 1587, 133, 1229, 714, 186, 1145, 601, 1129, 1547, 283, 846, 652, 486, 1546, 472, 482, 179, 342, 300, 478, 1370, 477, 1055, 113, 1582, 355, 168, 639, 22, 1576, 655, 1496, 13, 1012]","{256, 0, 226, 65, 68, 228, 390, 394, 108, 144, 369, 402, 403, 368, 400, 376, 185, 28}","[4.8414736, 4.814678, 4.810248, 4.695528, 4.688681, 4.6077647, 4.5974927, 4.585198, 4.5777116, 4.568326, 4.560061, 4.5675836, 4.5333633, 4.530286, 5.0285635, 4.4932175, 5.0105743, 4.464668, 4.4369416, 4.428036, 4.42511, 4.423288, 4.4234157, 4.4067817, 4.4111323, 4.39208, 4.370102, 4.362268, 4.874494, 4.355444, 4.347838, 4.33177, 4.3158884, 4.3148804, 4.316205, 4.3151813, 4.8422112, 4.2976074, 4.291491, 4.269464, 4.2855773, 4.276608, 4.270096, 4.269213, 4.2665353, 4.2571306, 4.252089, 4.2497745, 4.2343583, 4.2355766]",177
3,1441,"[1441, 863, 1444, 1430, 659, 118, 1525, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 846, 645, 652, 1546, 911, 1370, 342, 1582, 1055, 113, 355, 1411, 639, 1576, 655, 44, 1496, 642, 516, 1012, 1537, 698, 688, 1190, 178, 1382, 661, 426, 1292, 1094, 59]","[1114, 645, 911, 642, 1411, 1441, 863, 516, 426, 1094, 1444, 1430, 659, 1547, 118, 1525, 1254, 1540, 1352, 1587, 1229, 133, 714, 698, 1145, 601, 1129, 846, 652, 1546, 1582, 355, 44, 1370, 342, 1055, 113, 1576, 639, 655, 1496, 1012, 1537, 688, 1190, 178, 1382, 661, 1292, 59]","{512, 130, 260, 517, 134, 135, 521, 523, 13, 530, 531, 532, 20, 534, 535, 408, 164, 301, 430, 176, 184, 58, 194, 196, 459, 460, 210, 467, 472, 473, 477, 479, 481, 97, 99, 482, 485, 486, 488, 490, 491, 237, 498, 123}","[4.6077986, 4.5762954, 4.46185, 4.458015, 4.4464, 4.3693776, 4.36381, 4.3370132, 4.33067, 4.3193965, 4.3039703, 4.2489896, 4.2511005, 4.7995872, 4.2239647, 4.428982, 4.1943507, 4.1839333, 4.182464, 4.1730943, 4.7385945, 4.152768, 4.12858, 4.6816506, 4.0764894, 4.0760317, 4.127537, 4.052074, 4.0446157, 4.1103454, 4.6090565, 4.0256925, 4.0277233, 4.0142336, 4.077293, 4.0015864, 4.6365695, 4.5681496, 3.9960032, 3.987948, 4.213832, 3.9801314, 3.9743106, 3.959978, 3.9577794, 3.9479504, 4.5157127, 3.945836, 4.5099487, 3.940701]",1411
4,1547,"[1547, 698, 1055, 858, 1581, 1578, 845, 903, 1431, 1441, 168, 1373, 11, 863, 311, 518, 406, 113, 250, 801, 946, 1444, 1430, 355, 1333, 832, 1156, 928, 198, 949, 954, 118, 957, 1525, 112, 491, 1254, 1255, 1540, 1352, 169, 192, 1587, 270, 133, 1246, 300, 732, 1237, 56]","[1547, 698, 1055, 1581, 1578, 845, 903, 1373, 11, 1441, 406, 113, 250, 863, 1333, 858, 1156, 1444, 954, 1430, 112, 1255, 169, 270, 1246, 300, 118, 1525, 1254, 1540, 1352, 1587, 133, 1431, 168, 311, 518, 801, 946, 355, 832, 928, 198, 949, 957, 491, 192, 732, 1237, 56]","{512, 513, 265, 266, 267, 140, 521, 10, 527, 656, 650, 655, 273, 400, 654, 662, 22, 24, 669, 542, 671, 161, 546, 419, 292, 677, 549, 165, 163, 170, 175, 566, 511, 569, 441, 571, 187, 450, 579, 197, 70, 199, 200, 76, 594, 211, 468, 213, 271, 600, 601, 90, 604, 605, 478, 607, 480, 481, 225, 483, 100, 97, 609, 487, 489, 490, 236, 503, 120, 383}","[6.004933, 5.789332, 5.7840037, 5.2654433, 5.6152654, 5.609498, 5.496334, 5.491199, 4.975504, 5.3475723, 4.9366612, 5.4168677, 5.415351, 5.3179226, 4.903799, 4.877539, 5.334799, 5.3253765, 5.31885, 4.8231454, 4.777319, 5.20162, 5.1950545, 4.764746, 5.2676105, 4.743666, 5.2315335, 4.7277236, 4.7181835, 4.714471, 5.200642, 5.1110024, 4.7016993, 5.10358, 5.184641, 4.687737, 5.0858555, 5.1718163, 5.069107, 5.0682387, 5.1528907, 4.638953, 5.042406, 5.1279078, 5.0299163, 5.117435, 5.111137, 4.6050816, 4.604048, 4.5976143]",1333
5,1547,"[1547, 698, 1055, 1581, 1578, 858, 49, 845, 903, 63, 171, 1373, 173, 1441, 481, 406, 168, 863, 113, 126, 250, 311, 1333, 494, 97, 655, 1431, 1156, 511, 1444, 1430, 954, 513, 496, 601, 112, 270, 1255, 518, 485, 169, 949, 482, 204, 314, 118, 1246, 222, 1525, 300]","[858, 49, 171, 173, 311, 494, 1547, 1431, 204, 63, 698, 1055, 1581, 1578, 126, 1441, 845, 903, 863, 1373, 1444, 1430, 481, 406, 168, 113, 250, 118, 1525, 1333, 655, 97, 1156, 511, 954, 513, 270, 496, 601, 112, 1255, 518, 485, 169, 949, 314, 482, 1246, 222, 300]","{384, 7, 266, 650, 524, 14, 399, 657, 658, 275, 660, 21, 284, 28, 542, 547, 298, 299, 172, 428, 687, 432, 310, 696, 56, 315, 316, 190, 193, 578, 195, 68, 709, 710, 69, 715, 716, 203, 718, 719, 82, 726, 214, 728, 729, 87, 348, 221, 733, 737, 355, 740, 741, 742, 745, 747, 748, 109, 236, 110, 370, 120, 506}","[4.690685, 4.476733, 4.470683, 4.302486, 4.296718, 4.963861, 4.9339137, 4.182949, 4.1778812, 4.5227075, 4.8496866, 4.1035504, 4.800076, 4.20102, 4.0309196, 4.0211716, 4.0147758, 4.1722155, 4.008432, 4.203365, 4.006067, 4.741117, 3.9542925, 4.691318, 3.9339066, 3.9409237, 4.675638, 3.9193087, 3.9122612, 4.055072, 4.053832, 3.8879333, 3.8844306, 3.882085, 3.8789852, 3.87187, 3.8837998, 3.8606496, 3.8560982, 3.841274, 3.8397202, 3.8358748, 3.8304617, 4.5622, 3.835328, 3.9652982, 3.8033597, 3.7998009, 3.9570308, 3.7895992]",494
6,642,"[642, 1114, 487, 18, 911, 1094, 1154, 1411, 123, 1117, 255, 1181, 531, 605, 1174, 252, 1292, 1581, 643, 915, 43, 135, 939, 250, 54, 267, 59, 630, 897, 600, 526, 1124, 928, 1578, 1252, 130, 191, 92, 1547, 1254, 519, 19, 185, 1441, 125, 698, 212, 1364, 468, 963]","[18, 1154, 1581, 643, 642, 250, 54, 630, 43, 939, 1124, 1578, 897, 1114, 519, 185, 698, 1547, 125, 212, 468, 963, 911, 487, 1411, 1094, 123, 255, 1181, 1117, 531, 605, 1174, 1292, 252, 1254, 915, 267, 59, 600, 135, 526, 928, 92, 1252, 130, 19, 1364, 191, 1441]","{512, 514, 515, 3, 517, 4, 10, 523, 12, 525, 528, 529, 20, 22, 23, 24, 539, 549, 38, 551, 41, 557, 559, 561, 565, 568, 583, 78, 81, 85, 89, 602, 99, 622, 623, 636, 134, 654, 142, 659, 661, 663, 152, 153, 665, 666, 156, 157, 673, 676, 172, 686, 175, 179, 181, 183, 186, 190, 194, 198, 712, 204, 209, 216, 217, 218, 731, 221, 228, 756, 759, 770, 262, 785, 274, 787, 788, 789, 793, 795, 285, 799, 802, 290, 807, 809, 298, 299, 300, 811, 305, 818, 820, 821, 826, 315, 316, 317, 321, 836, 325, 838, 843, 846, 336, 337, 341, 854, 857, 860, 868, 869, 361, 881, 377, 889, 392, 396, 403, 412, 415, 416, 428, 429, 439, 442, 449, 460, 461, 469, 480, 482, 483, 490, 491, 495, 499, 500, 502, 504, 507}","[4.9837284, 4.837441, 4.70431, 5.368859, 4.718537, 4.6392136, 5.287194, 4.647292, 4.5637784, 4.4722295, 4.4850297, 4.4813166, 4.433512, 4.4208164, 4.4040713, 4.3673754, 4.371237, 5.040822, 5.0073085, 4.312599, 4.947857, 4.2634525, 4.935735, 4.963097, 4.961646, 4.2788396, 4.277021, 4.94956, 4.910451, 4.268968, 4.2555223, 4.9320025, 4.22263, 4.9176126, 4.189401, 4.184342, 4.0533013, 4.19906, 4.752539, 4.3325024, 4.827647, 4.1005144, 4.7718015, 4.0236225, 4.7429132, 4.7687917, 4.72758, 4.077024, 4.727527, 4.7203383]",963
7,642,"[642, 18, 1154, 487, 143, 425, 63, 97, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115, 212, 1117, 508, 64, 645, 1182, 858, 1384, 433, 915, 1184, 86, 649, 41, 96, 171, 1094, 252, 960, 173, 548, 1181, 931, 176, 123, 202, 1064, 114, 1237, 1252]","[642, 18, 1154, 858, 487, 171, 143, 173, 425, 63, 97, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115, 212, 1094, 508, 64, 645, 1182, 123, 1117, 1384, 433, 915, 1184, 86, 649, 41, 96, 252, 960, 1181, 548, 931, 176, 202, 1064, 114, 1237, 1252]","{0, 257, 6, 12, 273, 290, 687, 304, 305, 321, 840, 457, 331, 589, 469, 221, 738, 744, 750, 117, 124, 254}","[4.942979, 4.936136, 4.855678, 4.8176527, 4.673883, 4.6391754, 4.546236, 4.533378, 4.5155535, 4.5060797, 4.502949, 4.4792514, 4.454701, 4.3674984, 4.3401213, 4.335247, 4.331854, 4.3311214, 4.3045273, 4.3025303, 4.297249, 4.1704135, 4.23573, 4.2268715, 4.223595, 4.212258, 4.8311367, 4.1642785, 4.1570544, 4.13637, 4.122126, 4.104976, 4.101076, 4.0967274, 4.096107, 4.715052, 4.251687, 4.0655837, 4.058258, 4.6688223, 4.0323653, 4.0327435, 4.0266767, 4.009972, 4.1767917, 3.9963193, 3.9959044, 3.9808576, 3.9704173, 3.8361402]",858
8,1547,"[1547, 858, 49, 698, 1055, 1581, 1578, 1431, 168, 509, 845, 903, 311, 659, 518, 204, 1441, 517, 189, 1373, 180, 649, 863, 801, 946, 481, 406, 191, 113, 250, 832, 135, 78, 928, 1444, 1430, 27, 949, 957, 1333, 222, 491, 485, 172, 1156, 511, 192, 525, 954, 118]","[1547, 698, 1055, 1581, 1578, 845, 903, 1373, 481, 113, 858, 250, 49, 1333, 1156, 511, 954, 1441, 863, 1444, 1430, 1431, 168, 118, 311, 518, 204, 517, 189, 649, 801, 180, 406, 946, 832, 135, 928, 78, 949, 27, 957, 222, 509, 491, 485, 172, 659, 192, 525, 191]","{133, 14, 280, 282, 155, 286, 32, 416, 163, 933, 935, 167, 298, 938, 690, 57, 319, 199, 75, 208, 465, 467, 88, 604, 229, 236, 507}","[6.2090917, 5.527837, 5.497482, 5.9905233, 5.9873633, 5.819097, 5.813312, 5.2242284, 5.1855783, 4.9336686, 5.699594, 5.694577, 5.1530504, 4.8952303, 5.1244054, 5.1242776, 5.401363, 5.0998945, 5.099445, 5.620248, 5.0585985, 5.0835714, 5.3704643, 5.072188, 5.0223117, 5.5528193, 5.0248446, 4.7782474, 5.5284476, 5.522517, 4.9957733, 4.984626, 4.9669323, 4.975432, 5.2554173, 5.2531652, 4.962857, 4.9642253, 4.9579477, 5.470997, 4.939212, 4.9293756, 4.9251823, 4.901679, 5.436087, 5.4282937, 4.8870273, 4.8793297, 5.404514, 5.1635513]",113
9,270,"[270, 314, 1156, 331, 1226, 313, 188, 11, 295, 954, 611, 446, 495, 186, 338, 311, 742, 500, 612, 908, 392, 946, 536, 1552, 222, 249, 476, 1140, 1139, 1092, 116, 172, 1380, 477, 1459, 737, 9, 628, 1159, 427, 706, 1207, 456, 890, 95, 296, 1177, 914, 8, 78]","[270, 311, 314, 1156, 331, 313, 188, 11, 295, 954, 611, 446, 742, 500, 612, 908, 392, 946, 1226, 1552, 536, 222, 1140, 1139, 1092, 1380, 116, 172, 1459, 628, 1207, 427, 890, 95, 296, 1177, 495, 78, 186, 338, 249, 476, 477, 9, 737, 1159, 706, 456, 914, 8]","{68, 861}","[4.1999655, 4.1456914, 4.010802, 3.9932723, 3.6432986, 3.8707578, 3.8412697, 3.8290482, 3.8274674, 3.8037472, 3.7610183, 3.7561338, 3.5108204, 3.5026276, 3.492499, 4.1571455, 3.7203298, 3.689612, 3.6842377, 3.6713831, 3.666436, 3.6623812, 3.6373167, 3.6395848, 3.6345196, 3.394923, 3.3936024, 3.6330588, 3.6300793, 3.624957, 3.618012, 3.6177902, 3.6247275, 3.3634195, 3.5983944, 3.3470726, 3.3487341, 3.5841963, 3.3399277, 3.5656857, 3.3318186, 3.5667126, 3.3170636, 3.551804, 3.5449612, 3.5399883, 3.5339284, 3.2938776, 3.291842, 3.5071032]",311
