user,item,topk,new_topk,counterfactual,predicted_scores,replacement
181,514,"[514, 1552, 1231, 832, 748, 1010, 1444, 1373, 1140, 1246, 1554, 250, 5, 173, 737, 165, 698, 243, 749, 348, 1255, 298, 484, 1029, 1057, 1190, 734, 518, 805, 113, 849, 1182, 229, 33, 391, 1564, 462, 937, 362, 1413, 1477, 660, 764, 732, 726, 560, 714, 958, 960, 1129]","[5, 1246, 1140, 173, 1255, 698, 514, 737, 1552, 1231, 832, 1444, 298, 1010, 937, 748, 1373, 1554, 229, 250, 1129, 348, 714, 1057, 243, 165, 484, 749, 734, 1029, 849, 113, 1190, 1182, 362, 1564, 462, 33, 1413, 518, 726, 805, 560, 958, 391, 1477, 660, 764, 960, 732]","{7, 8, 11, 525, 1039, 1040, 1046, 25, 1054, 40, 41, 49, 53, 54, 55, 64, 65, 576, 67, 72, 589, 80, 594, 85, 95, 99, 104, 108, 620, 625, 626, 122, 131, 133, 134, 138, 140, 653, 142, 143, 1165, 670, 171, 693, 1206, 1208, 190, 702, 194, 201, 202, 725, 728, 221, 227, 743, 747, 242, 759, 247, 258, 269, 786, 276, 788, 281, 286, 288, 289, 292, 804, 313, 826, 314, 835, 837, 340, 345, 352, 360, 874, 885, 378, 390, 394, 397, 403, 916, 1428, 407, 408, 410, 926, 931, 421, 429, 955, 449, 454, 968, 992, 1005, 495, 498, 505}","[4.7368317, 4.6779203, 4.574371, 4.5512896, 4.467316, 4.4793873, 4.4928803, 4.4242024, 4.891657, 4.9560986, 4.421429, 4.2838435, 4.9619665, 4.768097, 4.6833496, 4.1770635, 4.737981, 4.1794944, 4.154009, 4.2581415, 4.7462153, 4.485686, 4.157806, 4.0814013, 4.1874285, 4.0384426, 4.108577, 3.8969038, 3.8667586, 4.0417533, 4.0537004, 4.0177355, 4.380452, 3.9608839, 3.836941, 3.9861808, 3.9846911, 4.471173, 3.9957871, 3.8984442, 3.8317537, 3.8272026, 3.785792, 3.7396219, 3.8810756, 3.8555763, 4.2439966, 3.8465927, 3.7399, 4.2784505]",698
182,1147,"[1147, 1118, 1430, 1578, 688, 849, 509, 1352, 1292, 187, 950, 1246, 338, 610, 198, 541, 1485, 1061, 445, 274, 126, 901, 270, 261, 1146, 1154, 611, 1037, 645, 45, 476, 1447, 149, 380, 342, 903, 186, 345, 191, 59, 698, 128, 897, 461, 848, 248, 355, 8, 182, 628]","[1430, 849, 901, 1147, 1578, 1485, 509, 1146, 1118, 1352, 1292, 903, 897, 950, 126, 1246, 338, 848, 610, 198, 186, 191, 128, 274, 1154, 355, 45, 688, 380, 1061, 248, 541, 59, 1037, 628, 270, 261, 187, 1447, 345, 476, 342, 182, 461, 445, 698, 8, 611, 645, 149]","{1024, 389, 776, 653, 400, 401, 150, 280, 414, 798, 417, 676, 548, 37, 167, 172, 173, 566, 185, 576, 66, 72, 76, 716, 207, 95, 225, 100, 356, 742, 625, 116, 122}","[5.678717, 5.3933105, 6.0592427, 5.659492, 4.9340534, 5.8648252, 5.458826, 5.382024, 5.315563, 4.7188597, 5.1893835, 5.167593, 5.132369, 5.0757794, 5.033595, 4.853742, 5.4820147, 4.8869944, 4.6003876, 4.9847245, 5.1825323, 5.683675, 4.7570515, 4.734382, 5.407724, 4.9830847, 4.4796233, 4.8380218, 4.452849, 4.9538074, 4.6581826, 4.7147484, 4.427812, 4.9305406, 4.642363, 5.258225, 5.01199, 4.662757, 5.006047, 4.8513956, 4.5953393, 4.9851847, 5.2221246, 4.6180615, 5.130978, 4.869081, 4.98017, 4.5868382, 4.625806, 4.795557]",901
183,509,"[509, 1430, 1485, 1525, 1129, 186, 601, 355, 610, 732, 652, 1330, 485, 133, 171, 202, 118, 1254, 1055, 184, 179, 63, 425, 897, 1011, 523, 1352, 58, 156, 863, 165, 521, 1333, 1094, 651, 426, 480, 164, 197, 957, 309, 494, 949, 44, 430, 903, 301, 512, 97, 311]","[1430, 1485, 1055, 1525, 610, 1333, 509, 897, 601, 1330, 301, 903, 652, 171, 133, 202, 118, 1129, 184, 179, 44, 425, 1011, 58, 863, 1352, 1094, 651, 186, 426, 480, 355, 197, 311, 97, 1254, 309, 430, 512, 485, 949, 63, 523, 165, 156, 521, 164, 957, 494, 732]","{320, 193, 64, 325, 6, 873, 107, 332, 286, 336, 338, 980, 284, 702, 287}","[5.329491, 6.0350065, 5.679698, 5.3509088, 5.0060287, 4.880926, 5.2289376, 4.848777, 5.3340445, 4.4104066, 5.1056714, 5.1695747, 4.705178, 5.056785, 5.1005673, 5.0176063, 5.0107245, 4.8234167, 5.3629584, 4.9993377, 4.995647, 4.6259623, 4.9641066, 5.304708, 4.9369764, 4.578321, 4.9133396, 4.9242454, 4.567018, 4.922802, 4.5724416, 4.561486, 5.3312087, 4.91124, 4.900676, 4.8670583, 4.8604836, 4.4989114, 4.8415046, 4.482996, 4.8100476, 4.4444604, 4.627689, 4.9863696, 4.802654, 5.117194, 5.123688, 4.7676845, 4.83275, 4.8337426]",1333
184,1330,"[1330, 1430, 954, 1129, 311, 295, 509, 316, 485, 97, 189, 957, 649, 21, 1525, 609, 118, 526, 214, 1485, 655, 169, 165, 1582, 1121, 465, 191, 523, 646, 903, 135, 185, 524, 691, 186, 525, 291, 1477, 528, 1578, 732, 1055, 300, 192, 1124, 168, 511, 132, 270, 209]","[1330, 954, 311, 295, 509, 316, 609, 189, 485, 1129, 97, 957, 1477, 649, 526, 214, 1582, 655, 169, 1121, 465, 523, 646, 524, 1525, 118, 525, 291, 21, 135, 300, 1430, 132, 165, 1124, 168, 270, 691, 191, 185, 528, 732, 511, 192, 209, 903, 186, 1055, 1485, 1578]","{3, 517, 7, 519, 11, 652, 397, 401, 659, 151, 158, 425, 172, 173, 181, 55, 184, 190, 63, 707, 708, 71, 201, 203, 78, 982, 472, 1114, 731, 93, 95, 96, 482, 99, 493, 495, 752, 499, 508, 125}","[5.761797, 4.5316377, 5.264734, 5.0347795, 5.242021, 5.212284, 5.210803, 5.086736, 5.0358343, 5.00889, 5.060558, 4.963548, 4.9304333, 4.581547, 4.637028, 5.0624313, 4.6272535, 4.861311, 4.841887, 3.9635317, 4.8180556, 4.800126, 4.5135765, 4.8191485, 4.754893, 4.7299767, 4.3810368, 4.7149925, 4.712563, 4.095032, 4.573851, 4.375457, 4.6392703, 4.385484, 4.012026, 4.6185064, 4.615332, 4.961052, 4.354275, 3.8748858, 4.318553, 4.002618, 4.540092, 4.263385, 4.498873, 4.4490623, 4.27496, 4.5213437, 4.43479, 4.1894855]",300
185,849,"[849, 514, 536, 1013, 1156, 1444, 306, 216, 235, 741, 766, 637, 250, 370, 1440, 249, 749, 809, 1246, 1369, 1010, 243, 899, 1231, 1190, 1330, 1264, 1154, 914, 850, 1554, 698, 971, 484, 188, 714, 462, 1182, 200, 706, 737, 1292, 1153, 884, 1255, 915, 726, 344, 772, 464]","[849, 1013, 536, 1156, 766, 216, 370, 306, 741, 637, 1440, 809, 1369, 250, 749, 899, 1444, 1264, 1154, 1246, 914, 1330, 850, 714, 971, 1292, 243, 706, 235, 1010, 1190, 344, 884, 915, 514, 1153, 249, 200, 698, 772, 726, 1231, 1554, 464, 462, 1255, 188, 484, 1182, 737]","{768, 14, 398, 146, 1179, 286, 547, 676, 549, 552, 1065, 429, 174, 815, 557, 305, 821, 694, 55, 318, 67, 195, 71, 586, 338, 723, 83, 93, 222, 1509, 1126, 232, 234, 759, 380}","[5.3373256, 4.3386025, 4.968918, 4.997816, 4.9110475, 4.629922, 4.817943, 4.8371744, 4.371086, 4.8016343, 4.900351, 4.785835, 4.6749263, 4.823093, 4.757099, 4.309702, 4.671983, 4.720505, 4.543317, 4.7031493, 4.3676753, 4.4199014, 4.6551833, 4.2411513, 4.366685, 4.4843717, 4.5789504, 4.566842, 4.500708, 4.482095, 4.2330437, 4.269599, 4.4349356, 4.099273, 4.1022973, 4.4533935, 4.148612, 4.0665445, 4.2940135, 4.3713107, 3.9485428, 4.421971, 4.330112, 4.3483677, 4.1105657, 4.3417807, 4.2576113, 4.362832, 4.2692304, 4.2206326]",915
186,1205,"[1205, 78, 337, 425, 937, 124, 127, 966, 673, 477, 114, 490, 452, 601, 1054, 188, 631, 891, 725, 1181, 289, 318, 566, 1220, 472, 642, 742, 523, 272, 486, 793, 893, 655, 128, 890, 478, 189, 679, 788, 96, 466, 432, 286, 219, 72, 228, 604, 60, 39, 331]","[425, 477, 78, 318, 490, 601, 337, 127, 1054, 673, 188, 788, 1205, 472, 937, 124, 478, 1181, 966, 642, 432, 523, 486, 114, 631, 289, 1220, 742, 452, 96, 655, 793, 891, 466, 725, 60, 566, 189, 604, 128, 286, 331, 72, 228, 39, 893, 890, 272, 679, 219]","{136, 12, 653, 526, 273, 402, 24, 282, 284, 810, 427, 300, 43, 433, 63, 64, 196, 720, 210, 340, 87, 355, 483, 484, 242, 499, 247, 126}","[4.629676, 5.100658, 4.8884153, 5.2817497, 4.588513, 4.571248, 4.8714457, 4.523437, 4.739821, 5.163288, 4.4300213, 5.0217614, 4.2283382, 5.0009737, 4.8221292, 4.669659, 4.4161725, 4.13347, 4.112725, 4.524972, 4.391869, 5.0994983, 4.062246, 4.365885, 4.6068115, 4.5216904, 4.3099184, 4.469886, 3.7035978, 4.438452, 4.1489406, 3.7490783, 4.1737995, 3.9692967, 3.7291055, 4.570612, 4.0049863, 3.6743138, 4.6348248, 4.192851, 4.1258435, 4.499044, 3.9604251, 3.560385, 3.8593004, 3.8467362, 4.0039783, 4.0737624, 3.8214254, 3.9001951]",788
187,1330,"[1330, 235, 331, 1264, 5, 963, 344, 189, 1013, 714, 1153, 937, 637, 498, 901, 1150, 370, 644, 1441, 652, 514, 736, 1092, 1430, 858, 369, 1578, 1246, 691, 1124, 609, 571, 1036, 1314, 1525, 1359, 118, 135, 337, 429, 56, 1352, 1141, 78, 226, 679, 1554, 809, 58, 1154]","[1330, 331, 189, 1264, 1153, 1150, 644, 937, 344, 652, 1013, 714, 901, 1554, 637, 1430, 609, 1314, 498, 56, 370, 5, 514, 1036, 1525, 118, 963, 235, 1441, 58, 691, 78, 1246, 1359, 1124, 858, 1578, 429, 571, 135, 337, 809, 1352, 1154, 1141, 1092, 679, 736, 369, 226]","{234, 282, 221}","[5.731585, 4.972488, 5.632561, 5.4438415, 5.0213227, 4.977225, 5.269091, 5.504705, 5.1983013, 5.1747556, 5.436445, 5.280401, 5.133889, 5.075491, 5.17381, 5.3366675, 5.062487, 5.2874756, 4.9581203, 5.2477384, 5.0037823, 4.416007, 4.488574, 5.1075964, 4.8424354, 4.2863574, 4.8264127, 4.84995, 4.927262, 4.8494887, 5.0917397, 4.78631, 4.99613, 5.076092, 4.9934316, 4.8495374, 4.9815655, 4.7542505, 4.739804, 4.809461, 5.0673356, 4.704748, 4.6967854, 4.9226527, 4.268161, 4.487511, 5.1689434, 4.7234063, 4.928102, 4.7028213]",1554
188,748,"[748, 551, 219, 1552, 108, 1010, 567, 996, 367, 518, 407, 120, 1118, 1140, 391, 250, 65, 594, 1147, 860, 757, 1057, 973, 116, 264, 142, 578, 1037, 165, 392, 128, 544, 209, 336, 173, 160, 63, 832, 168, 283, 1373, 221, 154, 188, 21, 1089, 149, 1190, 37, 272]","[1147, 748, 996, 219, 551, 65, 407, 120, 1552, 1118, 108, 367, 1140, 860, 1010, 578, 518, 1089, 1057, 283, 336, 391, 221, 154, 250, 757, 1037, 594, 128, 567, 264, 142, 149, 973, 209, 173, 168, 188, 1190, 160, 63, 272, 37, 116, 165, 832, 392, 544, 1373, 21]","{930, 675, 325, 680, 298, 270, 686, 305, 311, 284}","[5.1245737, 4.9856024, 5.0272965, 4.846536, 4.8188453, 4.6669445, 4.4160576, 5.0705495, 4.794131, 4.5516963, 4.9058685, 4.8633294, 4.8464336, 4.7262297, 4.4922547, 4.4720697, 4.950214, 4.4210253, 5.139149, 4.69641, 4.429801, 4.5426507, 4.3508677, 4.1709237, 4.381275, 4.361906, 4.6263666, 4.4257994, 4.1686034, 4.116853, 4.419922, 4.116376, 4.2957735, 4.498816, 4.276163, 4.2305026, 4.2299213, 4.1169767, 4.270083, 4.5020885, 4.0686135, 4.480265, 4.47348, 4.2508683, 4.0370483, 4.5434184, 4.3517747, 4.239851, 4.171468, 4.183715]",1147
189,188,"[188, 142, 1003, 291, 127, 601, 472, 477, 490, 314, 1054, 98, 605, 114, 602, 169, 296, 494, 164, 289, 222, 168, 481, 143, 113, 600, 219, 272, 954, 594, 495, 702, 293, 267, 491, 212, 257, 709, 124, 1011, 527, 295, 298, 613, 221, 430, 496, 631, 402, 686]","[291, 472, 601, 1054, 188, 477, 142, 1003, 605, 602, 114, 127, 490, 169, 314, 494, 98, 289, 164, 143, 481, 600, 222, 168, 295, 293, 594, 491, 296, 954, 212, 1011, 219, 272, 613, 430, 495, 686, 496, 702, 631, 113, 267, 221, 402, 709, 527, 257, 124, 298]","{3, 517, 7, 520, 523, 524, 526, 528, 535, 25, 1049, 28, 30, 34, 548, 37, 38, 552, 559, 51, 53, 568, 57, 572, 573, 574, 64, 66, 71, 76, 85, 86, 89, 604, 96, 625, 639, 642, 140, 655, 657, 660, 1179, 671, 160, 178, 179, 182, 1208, 696, 187, 189, 193, 198, 711, 201, 202, 720, 211, 724, 215, 731, 225, 226, 227, 228, 229, 237, 751, 240, 776, 777, 781, 316, 364, 372, 374, 378, 383, 384, 390, 391, 393, 1421, 397, 414, 934, 936, 938, 426, 428, 939, 439, 468, 502, 507, 508, 509, 511}","[5.3568945, 5.284358, 5.19437, 5.7595954, 4.8501773, 5.368705, 5.5186296, 5.34437, 4.8403635, 4.8172035, 5.3600993, 4.757035, 5.0041256, 4.861463, 4.8988547, 4.8243318, 4.1943474, 4.77295, 4.5943346, 4.6761556, 4.3556, 4.309716, 4.4735985, 4.586052, 4.022372, 4.4445333, 4.128412, 4.117056, 4.184188, 4.2170734, 4.094317, 4.076842, 4.222044, 4.019061, 4.2102075, 4.1691747, 3.8725562, 3.9325624, 3.8423386, 4.135174, 3.9042716, 4.2352076, 3.8132799, 4.1039896, 4.002976, 4.099531, 4.0881343, 4.0462255, 3.9821525, 4.0930614]",1054
190,1430,"[1430, 1578, 1352, 1118, 1485, 261, 858, 901, 1147, 903, 897, 639, 688, 1441, 1525, 1055, 301, 1246, 612, 241, 601, 344, 194, 478, 1112, 524, 357, 5, 714, 1292, 1090, 21, 1272, 691, 519, 611, 45, 1359, 877, 1444, 191, 1141, 1582, 342, 338, 528, 746, 78, 839, 1104]","[1578, 1292, 1430, 1118, 1352, 901, 338, 344, 1147, 688, 261, 858, 839, 612, 1485, 1444, 1246, 1441, 524, 301, 342, 611, 241, 191, 1582, 45, 903, 528, 746, 1112, 897, 357, 639, 1359, 1090, 5, 691, 1272, 1525, 1141, 194, 1055, 877, 21, 714, 601, 78, 478, 1104, 519]","{512, 2, 4, 517, 6, 518, 9, 522, 11, 10, 12, 14, 1038, 23, 24, 556, 557, 1070, 47, 49, 51, 567, 57, 580, 594, 1108, 88, 1114, 94, 95, 608, 609, 96, 99, 610, 98, 1134, 114, 627, 116, 121, 637, 126, 128, 129, 131, 643, 133, 134, 659, 661, 149, 663, 152, 151, 155, 670, 162, 1189, 167, 171, 172, 174, 175, 179, 180, 183, 184, 185, 699, 189, 702, 192, 193, 708, 204, 205, 207, 209, 210, 211, 217, 743, 233, 752, 275, 279, 284, 802, 818, 820, 316, 379, 391, 394, 911, 913, 915, 408, 418, 426, 427, 428, 430, 432, 433, 953, 441, 445, 449, 450, 459, 460, 464, 470, 476, 480, 483, 486, 1001, 490, 494, 496, 499, 1012, 502, 509, 511}","[5.27129, 5.5113783, 5.230823, 5.2364593, 4.710704, 4.822489, 4.7851224, 5.099182, 4.978321, 4.467909, 4.4336863, 4.4087048, 4.8869295, 4.6346865, 4.347195, 4.320867, 4.573264, 4.6848216, 4.730471, 4.496118, 4.2357907, 4.9811277, 4.3232284, 4.1690745, 4.444809, 4.58521, 4.4176764, 4.3565865, 4.2651076, 5.2725596, 4.3586, 4.270839, 4.3554845, 4.355711, 4.0910125, 4.511731, 4.4712944, 4.3846507, 4.3193707, 4.7041726, 4.485419, 4.3251805, 4.4809585, 4.5536504, 5.0082173, 4.4647593, 4.4610763, 4.1953864, 4.7406015, 4.165446]",1292
