user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,1547,"[1547, 1114, 698, 1055, 1441, 1154, 645, 863, 911, 1581, 1578, 1411, 1444, 1430, 516, 487, 426, 283, 1525, 1094, 845, 1254, 903, 643, 406, 1540, 1352, 650, 1587, 255, 316, 858, 1181, 630, 430, 882, 1373, 11, 1124, 520, 642, 509, 1229, 481, 531, 526, 605, 714, 659, 1174, 115, 600, 613, 1145, 601, 1292, 1129, 168, 846, 519, 652, 486, 1546, 915, 1333, 99, 472, 482, 655, 1156, 939, 425, 511, 300, 1370, 342, 478, 468, 477, 963, 954, 513, 496, 177, 370, 1582, 355, 508, 639, 1255, 1576, 518, 494, 1496, 729, 485, 949, 1012, 1431, 1537]","[1547, 1114, 1154, 698, 645, 1055, 1441, 911, 863, 1411, 1581, 516, 1578, 1444, 1430, 487, 426, 283, 1094, 643, 1525, 650, 845, 255, 903, 1254, 642, 1181, 406, 630, 858, 430, 882, 1540, 1352, 1124, 520, 1587, 481, 316, 531, 526, 509, 605, 1373, 11, 1174, 115, 600, 659, 1229, 613, 1292, 714, 519, 1145, 601, 168, 1129, 915, 846, 99, 652, 939, 425, 486, 1546, 1333, 472, 468, 482, 655, 963, 370, 1156, 511, 177, 508, 300, 1370, 342, 478, 477, 729, 954, 494, 513, 496, 1582, 355, 1431, 639, 1255, 1576, 518, 1496, 485, 949, 1012, 1537]",{125},"[5.229579, 5.0687184, 5.0138016, 5.0084586, 4.9759216, 5.0232105, 5.008562, 4.945656, 4.9497967, 4.840161, 4.8343673, 4.8775425, 4.829981, 4.8282895, 4.8373685, 4.8146796, 4.784536, 4.783026, 4.7319455, 4.779148, 4.7207184, 4.714137, 4.7156806, 4.7611575, 4.7068286, 4.697717, 4.6965218, 4.727225, 4.671019, 4.71625, 4.6677012, 4.701366, 4.7107224, 4.7040777, 4.6992507, 4.697939, 4.6413555, 4.6403155, 4.686361, 4.682068, 4.712409, 4.6609583, 4.6221023, 4.6677704, 4.664572, 4.663949, 4.653147, 4.5936174, 4.6225805, 4.6350217, 4.629258, 4.6250596, 4.6130967, 4.562493, 4.557407, 4.60197, 4.552793, 4.553614, 4.5412374, 4.5814667, 4.5214734, 4.498682, 4.4967237, 4.5429296, 4.4921103, 4.5234656, 4.4843035, 4.476507, 4.4758935, 4.4565725, 4.502989, 4.49908, 4.449565, 4.447151, 4.445865, 4.4452567, 4.4437776, 4.4821234, 4.4299693, 4.4746904, 4.4257317, 4.421911, 4.420435, 4.4487624, 4.46038, 4.403611, 4.400722, 4.447931, 4.395608, 4.3951106, 4.3947964, 4.394281, 4.4228444, 4.3787165, 4.4268427, 4.377239, 4.3733625, 4.3651514, 4.3971014, 4.3568115]",1154
1,1226,"[1226, 495, 186, 313, 249, 476, 188, 1441, 477, 863, 126, 737, 9, 1159, 706, 456, 611, 914, 8, 893, 1444, 1068, 527, 1430, 303, 500, 174, 1474, 453, 432, 427, 1205, 118, 1525, 1254, 1075, 55, 12, 406, 490, 1540, 1352, 536, 702, 431, 1587, 671, 235, 295, 1036, 234, 133, 603, 913, 7, 1229, 1106, 1265, 6, 776, 239, 714, 1145, 1116, 602, 601, 1547, 1129, 1073, 644, 846, 283, 1054, 191, 899, 652, 168, 178, 486, 1546, 446, 3, 1198, 472, 482, 179, 142, 1370, 478, 423, 895, 162, 1057, 1369, 1416, 1055, 46, 113, 11, 492]","[1441, 863, 126, 1226, 1444, 1430, 495, 186, 118, 1525, 1254, 55, 406, 1540, 1352, 249, 313, 476, 188, 1587, 133, 477, 737, 9, 1159, 1229, 706, 456, 611, 714, 914, 8, 1145, 601, 1547, 1129, 893, 846, 283, 1068, 527, 652, 500, 486, 303, 1546, 174, 1474, 472, 453, 482, 432, 427, 179, 1205, 1370, 478, 1055, 1075, 113, 12, 490, 536, 702, 431, 235, 671, 295, 1036, 234, 603, 913, 7, 1106, 1265, 6, 776, 239, 1116, 602, 1073, 644, 1054, 191, 899, 168, 178, 446, 3, 1198, 142, 423, 895, 1057, 162, 1369, 1416, 46, 492, 11]",{300},"[4.265857, 4.128924, 4.1193395, 4.012336, 4.0125275, 4.0113044, 4.010319, 4.3045726, 3.9801416, 4.2747283, 4.2677913, 3.966535, 3.9635758, 3.962869, 3.94962, 3.935668, 3.9345067, 3.9125996, 3.9113765, 3.874513, 4.158632, 3.865356, 3.861185, 4.15683, 3.8267403, 3.8466794, 3.8201013, 3.8190305, 3.8122578, 3.8036926, 3.790888, 3.7763786, 4.067817, 4.060597, 4.0434895, 3.7454908, 4.034952, 3.7388935, 4.034554, 3.731725, 4.025938, 4.0258746, 3.7234023, 3.72143, 3.717838, 3.99924, 3.700105, 3.700378, 3.6959102, 3.6935258, 3.6908293, 3.986845, 3.6841216, 3.67496, 3.6713302, 3.9507532, 3.6541908, 3.646494, 3.6391008, 3.6375937, 3.6302314, 3.9223046, 3.8911436, 3.5927613, 3.5907655, 3.8858497, 3.8829963, 3.8810427, 3.5836508, 3.5769532, 3.8698885, 3.869791, 3.573263, 3.5637498, 3.561356, 3.8500519, 3.544373, 3.5442412, 3.8272662, 3.8253756, 3.5203242, 3.5188751, 3.5172338, 3.8128986, 3.8053052, 3.7888908, 3.4817042, 3.7749376, 3.7724578, 3.4752607, 3.4725318, 3.468414, 3.4688096, 3.457035, 3.4533725, 3.7482631, 3.4516873, 3.740757, 3.4452138, 3.4458613]",1441
2,1441,"[1441, 863, 126, 1444, 1430, 118, 1525, 1254, 55, 406, 1540, 1352, 1587, 133, 509, 1229, 659, 714, 186, 1145, 601, 1547, 1129, 846, 283, 652, 486, 1546, 191, 472, 482, 179, 300, 1370, 342, 478, 177, 477, 1055, 168, 113, 1582, 355, 639, 22, 1576, 655, 1496, 1012, 13, 517, 1537, 688, 491, 1190, 485, 481, 178, 198, 1382, 8, 661, 1292, 59, 476, 123, 511, 1113, 1389, 1351, 651, 587, 425, 1011, 1495, 181, 130, 513, 196, 44, 1180, 891, 523, 480, 541, 473, 318, 512, 604, 645, 1445, 691, 706, 654, 789, 915, 848, 609, 741, 358]","[1441, 863, 126, 509, 1444, 1430, 659, 118, 1525, 1254, 55, 406, 191, 1352, 1540, 1587, 133, 177, 1229, 714, 517, 186, 1145, 491, 601, 1547, 1129, 283, 846, 652, 486, 1546, 472, 482, 179, 300, 342, 1370, 44, 478, 477, 1055, 113, 168, 1582, 355, 639, 22, 1576, 655, 1496, 1012, 13, 1537, 688, 1190, 485, 481, 178, 198, 8, 1382, 661, 1292, 59, 476, 123, 511, 1113, 1389, 1351, 651, 587, 425, 1011, 181, 1495, 130, 513, 196, 1180, 523, 891, 480, 541, 473, 318, 512, 604, 645, 691, 706, 1445, 654, 789, 848, 915, 609, 741, 358]","{256, 65, 68, 185, 28}","[4.965694, 4.9384646, 4.933157, 4.819751, 4.81842, 4.7315536, 4.721716, 4.707778, 4.7001877, 4.6955614, 4.6873174, 4.6901636, 4.66062, 4.6524477, 4.848094, 4.615792, 4.8175745, 4.587287, 4.559908, 4.5522623, 4.5490875, 4.5474844, 4.546014, 4.531008, 4.5339975, 4.5147967, 4.492495, 4.4864945, 4.6930227, 4.4780974, 4.470305, 4.4542522, 4.439657, 4.438672, 4.438896, 4.4375944, 4.647595, 4.422054, 4.4133472, 4.4020314, 4.407392, 4.398011, 4.393428, 4.3905835, 4.3890605, 4.3843946, 4.3757176, 4.372357, 4.358034, 4.35798, 4.568696, 4.3502564, 4.3428106, 4.5517845, 4.33662, 4.3280973, 4.3232684, 4.322126, 4.320998, 4.314459, 4.3155513, 4.3144484, 4.306326, 4.303507, 4.3014417, 4.2972927, 4.296898, 4.2903333, 4.2828956, 4.276065, 4.260719, 4.2555394, 4.251644, 4.2500153, 4.2475305, 4.24896, 4.244999, 4.24423, 4.2358756, 4.4382777, 4.2279477, 4.226639, 4.227088, 4.224662, 4.2208285, 4.220073, 4.2196736, 4.213435, 4.2085724, 4.205886, 4.1982107, 4.2007804, 4.198634, 4.196813, 4.190327, 4.178731, 4.17914, 4.17458, 4.16888, 4.164859]",509
3,1441,"[1441, 863, 1444, 1430, 659, 118, 1525, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 846, 645, 652, 1546, 911, 1370, 342, 1582, 1055, 113, 355, 1411, 639, 1576, 655, 44, 1496, 642, 516, 1012, 1537, 698, 688, 1190, 178, 1382, 661, 426, 1292, 1094, 59, 476, 1113, 1389, 1351, 651, 587, 1011, 1495, 702, 255, 1181, 1180, 891, 541, 318, 604, 167, 602, 1445, 691, 706, 654, 789, 788, 915, 605, 848, 609, 1581, 741, 1578, 358, 344, 1174, 858, 115, 1373, 749, 959, 197, 428, 613, 845, 996, 851, 1053, 644, 928, 1075, 9]","[1441, 863, 1444, 1430, 118, 1525, 659, 1254, 1540, 1352, 1587, 133, 1229, 1114, 714, 1547, 1145, 601, 1129, 645, 846, 652, 1546, 911, 1370, 342, 1055, 1411, 113, 1582, 639, 1576, 655, 355, 1496, 516, 698, 1012, 1537, 44, 688, 642, 1190, 178, 1382, 426, 661, 1094, 1292, 59, 476, 1113, 1389, 1351, 651, 587, 1011, 1495, 255, 1181, 1180, 891, 541, 318, 702, 604, 167, 1445, 691, 706, 654, 1581, 789, 1578, 605, 915, 848, 609, 602, 741, 1174, 358, 344, 115, 1373, 788, 858, 749, 197, 613, 845, 996, 851, 1053, 644, 959, 428, 1075, 9, 928]",{490},"[4.872821, 4.842854, 4.72688, 4.724649, 4.6158004, 4.6359434, 4.628845, 4.611402, 4.5940657, 4.5937867, 4.5673676, 4.556356, 4.518937, 4.503793, 4.4904013, 4.4865236, 4.459391, 4.4541063, 4.4488897, 4.4381366, 4.4436045, 4.4181333, 4.393623, 4.384955, 4.343064, 4.3420835, 4.296922, 4.316461, 4.3101363, 4.2787504, 4.313407, 4.292488, 4.291145, 4.2798514, 4.2467427, 4.275982, 4.243811, 4.2726145, 4.2623806, 4.2536235, 4.27085, 4.245946, 4.241081, 4.225905, 4.2212095, 4.2178116, 4.2195325, 4.2117586, 4.214229, 4.2066264, 4.204905, 4.193293, 4.1860766, 4.1792483, 4.163937, 4.1585765, 4.1543584, 4.1542816, 4.1154327, 4.151333, 4.14623, 4.131146, 4.1309505, 4.1238704, 4.1230083, 4.111897, 4.107221, 4.0759773, 4.1049623, 4.10412, 4.103502, 4.100129, 4.0932493, 4.0571165, 4.0824127, 4.088167, 4.081869, 4.0771823, 4.097133, 4.0719357, 4.09134, 4.0695786, 4.0678883, 4.069964, 4.054793, 4.064291, 4.0575905, 4.0533514, 4.019592, 4.0489006, 4.0179157, 4.0482955, 4.036013, 4.0353026, 4.0302105, 4.0256953, 4.024964, 3.9886546, 4.010837, 4.0101705]",118
4,1547,"[1547, 698, 1055, 858, 1581, 1578, 845, 903, 1431, 1441, 168, 1373, 11, 863, 311, 518, 406, 113, 250, 801, 946, 1444, 1430, 355, 1333, 832, 1156, 928, 198, 949, 954, 118, 957, 1525, 112, 491, 1254, 1255, 1540, 1352, 169, 192, 1587, 270, 133, 1246, 300, 732, 1237, 56, 1229, 1030, 636, 1011, 484, 1582, 714, 1351, 809, 1145, 1053, 639, 164, 1129, 44, 335, 281, 846, 1475, 1010, 523, 1124, 47, 998, 652, 82, 86, 937, 746, 529, 1188, 1546, 245, 726, 691, 681, 1153, 1222, 221, 257, 314, 915, 1480, 894, 1370, 476, 342, 492, 1104, 1330]","[1547, 698, 858, 1055, 1441, 1581, 1578, 863, 845, 903, 1431, 1444, 1430, 168, 1373, 11, 311, 118, 518, 1525, 1254, 1540, 1352, 406, 801, 113, 250, 1587, 946, 133, 355, 1229, 1333, 1582, 832, 714, 928, 1156, 198, 949, 44, 1145, 957, 954, 1129, 523, 491, 846, 112, 1255, 652, 169, 192, 1546, 270, 1246, 732, 1237, 300, 476, 56, 1370, 342, 1030, 636, 1011, 484, 1351, 809, 1053, 639, 335, 164, 281, 1475, 1010, 1124, 47, 998, 86, 937, 746, 529, 82, 681, 726, 1188, 245, 691, 1222, 221, 1153, 257, 314, 894, 915, 492, 1480, 1104, 1330]","{480, 512, 43, 428, 211, 22, 602, 541}","[5.670654, 5.4549375, 5.449567, 5.454084, 5.2811747, 5.2753835, 5.161638, 5.156787, 5.1473584, 5.288994, 5.1088147, 5.08246, 5.080672, 5.259885, 5.076091, 5.0492053, 4.997388, 4.985605, 4.9848986, 4.9953423, 4.9834337, 5.1430507, 5.1413436, 4.951463, 4.9332137, 4.9156885, 4.8976073, 4.8990574, 4.890461, 4.8864417, 4.8667655, 5.052972, 4.873886, 5.045016, 4.8506446, 4.859931, 5.0273733, 4.8377285, 5.010239, 5.0097575, 4.8188796, 4.811145, 4.9835405, 4.794016, 4.971397, 4.783234, 4.7758904, 4.777699, 4.775921, 4.763821, 4.9353223, 4.7570515, 4.7405834, 4.740041, 4.7384996, 4.9261236, 4.906822, 4.706428, 4.697215, 4.8755608, 4.685221, 4.684669, 4.6826706, 4.865536, 4.8758483, 4.682673, 4.6819935, 4.8543067, 4.67989, 4.6656203, 4.860366, 4.662721, 4.659129, 4.653651, 4.8347883, 4.63531, 4.646846, 4.6434083, 4.640722, 4.6392865, 4.627363, 4.809793, 4.6216636, 4.6301036, 4.6178346, 4.630963, 4.6074033, 4.612831, 4.610647, 4.600521, 4.588662, 4.5855474, 4.5767894, 4.5855913, 4.7600913, 4.770435, 4.7584453, 4.584436, 4.5676093, 4.562049]",1441
5,1547,"[1547, 698, 1055, 1581, 1578, 858, 49, 845, 903, 63, 171, 1373, 173, 1441, 481, 406, 168, 863, 113, 126, 250, 311, 1333, 494, 97, 655, 1431, 1156, 511, 1444, 1430, 954, 513, 496, 601, 112, 270, 1255, 518, 485, 169, 949, 482, 204, 314, 118, 1246, 222, 1525, 300, 517, 509, 526, 180, 478, 649, 1254, 610, 801, 198, 1540, 1352, 636, 1011, 946, 484, 659, 521, 1587, 177, 133, 1351, 809, 1053, 639, 164, 1229, 832, 1010, 273, 1124, 135, 47, 165, 998, 78, 928, 331, 227, 1188, 957, 245, 505, 691, 191, 186, 491, 209, 1145, 1153]","[1547, 698, 1055, 858, 1581, 1578, 49, 171, 63, 845, 903, 173, 1373, 311, 481, 1441, 494, 406, 168, 113, 1431, 250, 863, 126, 1333, 655, 97, 1156, 511, 204, 1444, 954, 1430, 517, 513, 496, 601, 270, 112, 180, 649, 509, 1255, 518, 801, 946, 485, 169, 949, 659, 482, 314, 177, 1246, 222, 118, 300, 1525, 526, 478, 832, 1254, 610, 135, 198, 636, 1011, 78, 484, 928, 1540, 1352, 521, 227, 957, 1587, 1351, 209, 491, 809, 133, 191, 1053, 639, 164, 1010, 273, 1124, 1229, 47, 165, 998, 331, 1188, 245, 691, 505, 1153, 186, 1145]","{56, 716}","[5.089747, 4.8742366, 4.8688507, 4.7005124, 4.69472, 4.708856, 4.678919, 4.581108, 4.576072, 4.5828476, 4.5919547, 4.5017467, 4.5449576, 4.433067, 4.4338727, 4.418326, 4.413831, 4.403338, 4.4090548, 4.400846, 4.404246, 4.462839, 4.3525014, 4.4315443, 4.3365726, 4.3371806, 4.406516, 4.3169594, 4.3099856, 4.287126, 4.2850976, 4.2861214, 4.2823367, 4.2806826, 4.2737193, 4.2699914, 4.273292, 4.257326, 4.2543826, 4.2385926, 4.2382064, 4.2337523, 4.2255588, 4.3058424, 4.2143598, 4.1964283, 4.2023926, 4.2018657, 4.189091, 4.1945486, 4.2839284, 4.266705, 4.1829796, 4.269667, 4.1825213, 4.266764, 4.1717606, 4.1696186, 4.2526445, 4.1645813, 4.154597, 4.1541452, 4.1601243, 4.159411, 4.2434964, 4.157957, 4.228463, 4.143548, 4.127899, 4.211166, 4.116697, 4.1202617, 4.116727, 4.104634, 4.1040835, 4.101554, 4.079314, 4.172978, 4.084733, 4.0835543, 4.0820875, 4.1671586, 4.0784087, 4.0735145, 4.073211, 4.1581426, 4.156657, 4.063266, 4.132435, 4.046472, 4.1312423, 4.04093, 4.037239, 4.037915, 4.1096253, 4.0239406, 4.1170096, 4.11972, 4.0196366, 4.0267506]",858
6,642,"[642, 1114, 487, 18, 911, 1094, 1154, 1411, 123, 1117, 255, 1181, 531, 605, 1174, 252, 1292, 1581, 643, 915, 43, 135, 939, 250, 54, 267, 59, 630, 897, 600, 526, 1124, 928, 1578, 1252, 130, 191, 92, 1547, 1254, 519, 19, 185, 1441, 125, 698, 212, 1364, 468, 963, 220, 1184, 406, 370, 691, 64, 1182, 729, 1582, 29, 1444, 1430, 484, 1055, 1384, 651, 851, 1064, 1537, 494, 168, 952, 578, 118, 1431, 96, 1525, 895, 996, 477, 714, 1161, 1246, 1153, 1157, 457, 1540, 1352, 960, 476, 1090, 954, 1587, 692, 311, 601, 931, 702, 133, 986]","[642, 1114, 487, 18, 1094, 911, 1154, 123, 1411, 1117, 255, 1181, 252, 531, 605, 1174, 1292, 135, 1581, 43, 915, 928, 939, 643, 267, 897, 59, 1252, 600, 130, 526, 250, 54, 630, 1124, 191, 1578, 92, 19, 1254, 185, 125, 519, 1547, 212, 1441, 1184, 1364, 698, 406, 220, 29, 691, 64, 1182, 468, 1582, 963, 370, 1384, 729, 651, 851, 1444, 1430, 484, 1537, 168, 952, 578, 1064, 96, 477, 1055, 494, 895, 996, 714, 457, 1431, 960, 118, 1157, 476, 1525, 1090, 601, 1161, 1246, 931, 702, 1153, 1540, 1352, 986, 311, 954, 1587, 692, 133]","{768, 545, 736}","[5.392566, 5.1641116, 5.1144614, 5.06353, 5.0452604, 5.048722, 4.9822383, 4.9737267, 4.9760327, 4.882567, 4.811665, 4.806377, 4.759924, 4.7488356, 4.7302628, 4.77749, 4.697395, 4.650979, 4.6171365, 4.6383324, 4.6425567, 4.676022, 4.629903, 4.5734234, 4.5725703, 4.6052814, 4.603567, 4.5599704, 4.604425, 4.5955896, 4.585569, 4.542367, 4.6327376, 4.527828, 4.5988855, 4.5943575, 4.534802, 4.523817, 4.433662, 4.4943657, 4.4371986, 4.5111156, 4.4664526, 4.419571, 4.437245, 4.379979, 4.423424, 4.400578, 4.335101, 4.3306794, 4.369625, 4.414522, 4.3729978, 4.3161902, 4.356539, 4.353746, 4.3385596, 4.2829638, 4.3324842, 4.368572, 4.273629, 4.2714124, 4.262497, 4.2128315, 4.2917666, 4.2749386, 4.2740192, 4.224022, 4.253582, 4.212001, 4.248347, 4.2340136, 4.232905, 4.1845727, 4.186571, 4.222655, 4.1755943, 4.211449, 4.208672, 4.2150145, 4.2051573, 4.156353, 4.1533093, 4.141574, 4.184128, 4.188088, 4.1407623, 4.1401677, 4.1846123, 4.177211, 4.1621904, 4.1144853, 4.1140637, 4.110721, 4.115388, 4.160079, 4.1527624, 4.151166, 4.102225, 4.1284776]",1094
7,642,"[642, 18, 1154, 487, 143, 425, 63, 97, 43, 481, 939, 897, 1124, 135, 185, 316, 465, 650, 125, 115, 212, 1117, 508, 64, 645, 1182, 858, 1384, 433, 915, 1184, 86, 649, 41, 96, 171, 1094, 252, 960, 173, 548, 1181, 931, 176, 123, 202, 1064, 114, 1237, 1252, 227, 47, 1581, 21, 494, 1547, 277, 177, 225, 29, 1431, 698, 1578, 484, 168, 190, 746, 911, 311, 1475, 232, 430, 402, 518, 571, 204, 193, 517, 189, 354, 335, 801, 426, 946, 704, 1055, 406, 599, 355, 291, 509, 963, 832, 1174, 524, 78, 564, 859, 215, 198]","[642, 18, 1154, 487, 858, 143, 425, 171, 63, 97, 173, 43, 481, 939, 897, 1124, 21, 494, 1431, 135, 168, 185, 316, 465, 650, 190, 311, 125, 115, 212, 204, 518, 193, 189, 517, 508, 801, 64, 645, 1094, 1182, 1117, 946, 406, 355, 509, 1384, 433, 832, 123, 78, 915, 198, 1184, 86, 649, 41, 96, 252, 960, 1181, 548, 931, 176, 202, 1064, 114, 911, 1237, 47, 227, 1581, 1547, 177, 277, 225, 29, 1578, 698, 1252, 484, 746, 1174, 1475, 232, 430, 571, 402, 354, 335, 426, 704, 1055, 599, 291, 963, 524, 564, 215, 859]","{0, 290, 6, 840, 331, 12, 589, 750, 304, 273, 305, 117, 124, 254}","[5.0127606, 5.006056, 4.9254184, 4.887499, 4.7461634, 4.7092223, 4.616, 4.603251, 4.5853972, 4.5759363, 4.5727835, 4.5487213, 4.5245085, 4.4370914, 4.4097633, 4.4053106, 4.4016075, 4.4007773, 4.3756585, 4.372576, 4.3669624, 4.2799096, 4.306169, 4.2966733, 4.29343, 4.2819223, 4.759227, 4.234185, 4.227167, 4.205093, 4.191804, 4.1749372, 4.170611, 4.1665883, 4.165858, 4.6427646, 4.2933564, 4.1356096, 4.1279526, 4.5965085, 4.102511, 4.1025333, 4.0963893, 4.0809712, 4.219086, 4.0660744, 4.0653267, 4.050431, 4.040059, 3.9526343, 4.0259748, 4.026445, 4.019929, 4.4857183, 4.4826803, 4.01642, 3.9854202, 3.9862795, 3.9843934, 3.981544, 4.453713, 3.9535944, 3.9557567, 3.9435055, 4.417729, 4.4004974, 3.9095554, 4.050236, 4.384542, 3.8834147, 3.8830752, 3.8774385, 3.8659706, 4.3585687, 3.8717134, 4.3604655, 4.34675, 4.334622, 4.33747, 3.8337424, 3.8213458, 4.3034024, 3.8095298, 4.2680306, 3.7921999, 3.7751627, 4.2641478, 3.7666075, 4.254818, 3.7567525, 4.237539, 3.736321, 4.2256413, 3.8874936, 3.7253995, 4.2100782, 3.716981, 3.708027, 3.7096305, 4.200513]",858
8,1547,"[1547, 858, 49, 698, 1055, 1581, 1578, 1431, 168, 509, 845, 903, 311, 659, 518, 204, 1441, 517, 189, 1373, 180, 649, 863, 801, 946, 481, 406, 191, 113, 250, 832, 135, 78, 928, 1444, 1430, 27, 949, 957, 1333, 222, 491, 485, 172, 1156, 511, 192, 525, 954, 118, 513, 1525, 112, 732, 1254, 1237, 1255, 56, 1540, 1352, 212, 1030, 524, 646, 169, 482, 1582, 132, 1587, 270, 264, 1246, 642, 526, 44, 610, 1229, 335, 281, 1475, 636, 1011, 523, 484, 521, 185, 714, 209, 746, 1351, 809, 96, 726, 131, 186, 1145, 125, 1053, 639, 164]","[1547, 698, 1055, 858, 1581, 1578, 49, 845, 903, 1373, 481, 1431, 113, 250, 168, 1441, 1333, 311, 863, 518, 204, 1156, 511, 517, 189, 954, 513, 649, 180, 112, 801, 1255, 946, 169, 1444, 1430, 482, 509, 406, 270, 1246, 832, 526, 659, 135, 610, 928, 78, 636, 949, 27, 484, 1011, 957, 521, 118, 222, 1525, 491, 1351, 485, 809, 1254, 1053, 639, 164, 172, 1540, 1352, 192, 525, 1587, 191, 1237, 732, 56, 1030, 646, 524, 1229, 132, 212, 264, 714, 642, 186, 1145, 335, 281, 1475, 185, 209, 746, 96, 726, 131, 125, 1582, 44, 523]","{88, 282, 507, 933}","[6.009966, 5.643037, 5.612868, 5.792402, 5.788466, 5.6200776, 5.6142855, 5.3392076, 5.3005543, 5.142462, 5.5006537, 5.4956875, 5.2677937, 5.1040473, 5.2401323, 5.2396994, 5.295748, 5.2160053, 5.2152753, 5.421361, 5.1913285, 5.1999903, 5.2634063, 5.1867404, 5.1730175, 5.353796, 5.139577, 4.9870625, 5.329102, 5.3237042, 5.1089706, 5.1006994, 5.086984, 5.090769, 5.149806, 5.147307, 5.0782866, 5.0787234, 5.069786, 5.272115, 5.054757, 5.0481186, 5.039023, 5.020175, 5.236942, 5.229586, 5.002342, 4.995487, 5.2056255, 5.0564947, 5.204239, 5.051772, 5.19046, 4.9671655, 5.0337205, 4.9672265, 5.177427, 4.954444, 5.016471, 5.0161047, 4.9257183, 4.9482846, 4.942913, 4.945103, 5.1578984, 5.144679, 4.785142, 4.9304676, 4.9897738, 5.1337476, 4.916107, 5.1230745, 4.900883, 5.1077433, 4.734973, 5.094339, 4.941841, 4.874671, 4.872252, 4.872004, 5.07983, 5.0773363, 4.7195797, 5.077599, 5.0653214, 4.84873, 4.912465, 4.836338, 4.832045, 5.0409565, 5.0369167, 4.822176, 4.821091, 4.8198714, 4.886462, 4.882317, 4.8113523, 5.0242243, 5.0229387, 5.0215755]",1581
9,270,"[270, 314, 1156, 331, 1226, 313, 188, 11, 295, 954, 611, 446, 495, 186, 338, 311, 742, 500, 612, 908, 392, 946, 536, 1552, 222, 249, 476, 1140, 1139, 1092, 116, 172, 1380, 477, 1459, 737, 9, 628, 1159, 427, 706, 1207, 456, 890, 95, 296, 1177, 914, 8, 78, 82, 168, 1054, 432, 893, 1068, 527, 1066, 165, 303, 146, 70, 7, 269, 6, 174, 1474, 484, 453, 207, 1009, 1428, 937, 302, 203, 1205, 305, 236, 689, 21, 610, 1075, 273, 397, 298, 12, 490, 770, 1073, 702, 390, 1446, 1123, 431, 348, 1109, 636, 698, 809, 671]","[270, 314, 1156, 331, 311, 313, 188, 11, 295, 954, 611, 446, 1226, 742, 500, 612, 908, 392, 946, 1552, 536, 222, 1140, 1139, 1092, 1380, 116, 172, 298, 495, 1459, 186, 338, 628, 427, 1207, 890, 95, 296, 1177, 78, 82, 168, 1054, 432, 249, 476, 1066, 165, 477, 146, 70, 7, 737, 9, 6, 484, 1159, 706, 207, 1009, 1428, 456, 937, 203, 302, 305, 914, 236, 8, 610, 21, 689, 273, 397, 893, 770, 1073, 390, 1446, 1123, 527, 1109, 1068, 636, 303, 698, 809, 269, 174, 1474, 453, 1205, 1075, 12, 490, 702, 431, 348, 671]",{68},"[4.2019672, 4.145681, 4.0099435, 3.9932663, 3.7411053, 3.8718534, 3.8412776, 3.8290393, 3.8276103, 3.8030422, 3.7607565, 3.756583, 3.6065385, 3.5975423, 3.5879085, 3.9875455, 3.7205698, 3.6926155, 3.6848705, 3.671612, 3.6672077, 3.6650307, 3.6391551, 3.6393325, 3.6357179, 3.4903092, 3.4895377, 3.6328516, 3.629871, 3.6249404, 3.617984, 3.6177812, 3.621495, 3.4585834, 3.5982516, 3.4434426, 3.443179, 3.5841904, 3.4378586, 3.5691895, 3.4277043, 3.5666354, 3.4130592, 3.5516167, 3.5449486, 3.5402114, 3.534037, 3.3902216, 3.3878224, 3.507093, 3.5066507, 3.505802, 3.4970844, 3.4937232, 3.351007, 3.3350701, 3.3391383, 3.4837823, 3.4742293, 3.3291175, 3.4558103, 3.4476755, 3.4457572, 3.3013628, 3.442655, 3.2984118, 3.2919712, 3.4384866, 3.2897022, 3.4268517, 3.4137354, 3.413374, 3.4077952, 3.399327, 3.4009702, 3.2515712, 3.3912115, 3.3897173, 3.3789482, 3.3789806, 3.3799126, 3.220967, 3.363688, 3.362954, 3.6177757, 3.217031, 3.2110138, 3.3498797, 3.349493, 3.1987746, 3.3411005, 3.3410153, 3.3394892, 3.1952536, 3.1938236, 3.335358, 3.3291602, 3.3269777, 3.3266509, 3.178428]",311
