user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,609,"[609, 611, 882, 541, 645, 528, 168, 1389, 11, 406, 1124, 915, 996, 491, 1129, 481, 654, 652, 789, 1330, 914, 344, 706, 766, 749, 1450, 956, 1254, 1136, 669, 318, 513, 957, 949, 1480, 170, 99, 741, 507, 208, 1477, 1106, 428, 959, 1156, 610, 527, 509, 1582, 732, 831, 477, 494, 1370, 1076, 599, 526, 608, 612, 177, 496, 1111, 604, 948, 316, 1161, 1137, 431, 850, 370, 311, 1581, 300, 1010, 1292, 637, 809, 845, 911, 332, 1436, 1198, 960, 315, 1179, 830, 476, 485, 188, 971, 512, 255, 388, 606, 1189, 587, 655, 480, 613, 1525]","[609, 611, 882, 528, 541, 645, 168, 11, 406, 1389, 996, 1124, 481, 915, 491, 654, 1129, 914, 652, 789, 749, 1330, 344, 706, 669, 766, 1450, 1136, 318, 956, 507, 957, 1254, 513, 741, 1477, 949, 99, 1480, 527, 170, 477, 509, 1106, 1582, 732, 177, 208, 428, 959, 610, 1156, 599, 300, 1010, 604, 831, 496, 494, 431, 1370, 1076, 612, 316, 608, 526, 188, 311, 1111, 1161, 1436, 332, 1198, 1581, 315, 1137, 948, 830, 485, 850, 370, 1292, 480, 613, 960, 845, 911, 637, 255, 388, 476, 809, 1179, 1525, 512, 606, 971, 655, 587, 1189]",{142},"[5.972845, 5.5365114, 5.459583, 5.4101295, 5.3906636, 5.4182415, 5.3880897, 5.290784, 5.378666, 5.3429084, 5.230497, 5.2161264, 5.2357373, 5.1940293, 5.0774207, 5.221581, 5.14621, 5.033812, 5.0182405, 4.991695, 5.0657554, 4.989252, 4.989194, 4.9620996, 4.9938293, 4.9431844, 4.9029527, 4.8958015, 4.9317794, 4.9638047, 4.926833, 4.880725, 4.897699, 4.848376, 4.842863, 4.8351974, 4.846806, 4.877821, 4.8981323, 4.788847, 4.874627, 4.8032074, 4.7855434, 4.767935, 4.758659, 4.763816, 4.8415074, 4.8207245, 4.7997594, 4.789437, 4.740337, 4.8210344, 4.732235, 4.7189364, 4.713506, 4.7508435, 4.6944666, 4.6996603, 4.713493, 4.7888584, 4.738535, 4.6802206, 4.74038, 4.6542015, 4.71314, 4.666575, 4.654405, 4.719918, 4.631552, 4.630598, 4.6844993, 4.6592355, 4.745121, 4.743442, 4.626119, 4.607243, 4.5957813, 4.6108775, 4.607413, 4.661217, 4.66205, 4.659394, 4.614755, 4.655836, 4.591948, 4.6527896, 4.6026416, 4.646115, 4.6875257, 4.554002, 4.5644927, 4.607112, 4.606866, 4.5600166, 4.5272465, 4.538569, 4.5503964, 4.619989, 4.618306, 4.566268]",528
1,849,"[849, 1292, 1231, 637, 851, 370, 379, 55, 536, 59, 901, 895, 599, 610, 1158, 261, 306, 92, 1174, 473, 541, 178, 200, 1264, 1146, 645, 915, 749, 694, 531, 714, 461, 848, 587, 45, 1092, 1154, 1156, 884, 235, 705, 8, 510, 1163, 1246, 839, 23, 860, 1013, 1369, 996, 99, 1254, 768, 809, 445, 113, 206, 906, 766, 303, 998, 999, 380, 711, 208, 1445, 1005, 283, 476, 1101, 13, 1444, 10, 323, 1361, 1061, 434, 611, 935, 913, 741, 167, 475, 1130, 949, 737, 635, 248, 284, 222, 1189, 155, 12, 275, 831, 1440, 654, 877, 216]","[849, 1292, 536, 901, 851, 55, 59, 637, 1231, 370, 379, 599, 1158, 261, 895, 610, 1174, 473, 541, 694, 178, 306, 884, 92, 645, 915, 848, 1264, 45, 1154, 531, 1146, 705, 461, 714, 587, 1246, 1163, 200, 1156, 380, 445, 8, 839, 510, 23, 711, 860, 1013, 99, 1092, 996, 809, 749, 1254, 206, 998, 235, 208, 323, 766, 113, 248, 303, 635, 1101, 475, 476, 1445, 906, 1444, 13, 1369, 283, 1005, 434, 611, 1361, 1061, 167, 1130, 768, 741, 949, 913, 999, 275, 222, 1189, 155, 654, 877, 284, 12, 216, 831, 737, 10, 935, 1440]",{340},"[5.905197, 5.286166, 4.9039936, 4.916254, 4.9889684, 4.850974, 4.828748, 4.9539437, 5.1314015, 4.9225535, 5.0286846, 4.7631493, 4.7953873, 4.7629166, 4.7875686, 4.7854977, 4.726797, 4.7220087, 4.7531667, 4.746876, 4.734204, 4.729629, 4.516234, 4.6726627, 4.640893, 4.711942, 4.7083435, 4.354184, 4.729889, 4.6442676, 4.614975, 4.61836, 4.6886306, 4.5941443, 4.668235, 4.36687, 4.647925, 4.506351, 4.722221, 4.301553, 4.6198783, 4.4543386, 4.4374833, 4.5638165, 4.5694394, 4.4520903, 4.4126554, 4.4058547, 4.3953037, 4.235479, 4.362399, 4.389808, 4.337951, 4.1444397, 4.360102, 4.4612637, 4.2857094, 4.326945, 4.250552, 4.28737, 4.2687855, 4.3067117, 4.129408, 4.4876313, 4.407912, 4.295476, 4.2515435, 4.222098, 4.2231507, 4.2538743, 4.2586346, 4.2366815, 4.239339, 4.008848, 4.2903934, 4.2029295, 4.201739, 4.2060018, 4.205533, 3.991131, 4.13952, 4.1440015, 4.175922, 4.254789, 4.172098, 4.1435914, 4.012034, 4.259285, 4.271026, 4.0652223, 4.0900664, 4.0826244, 4.0790687, 4.0606833, 4.091131, 4.059641, 3.968498, 4.0771294, 4.071322, 4.0605545]",536
2,344,"[344, 491, 318, 789, 612, 611, 899, 914, 766, 13, 113, 168, 891, 882, 274, 527, 673, 425, 609, 893, 477, 996, 63, 1117, 189, 162, 867, 807, 127, 706, 406, 776, 338, 541, 851, 197, 82, 269, 654, 1436, 850, 956, 486, 1440, 1157, 461, 170, 9, 1238, 645, 1198, 1496, 205, 608, 315, 650, 1181, 1179, 1154, 347, 610, 819, 3, 1145, 662, 669, 809, 679, 652, 741, 813, 644, 305, 7, 890, 177, 286, 1480, 1582, 131, 601, 1062, 328, 1088, 953, 1339, 1444, 911, 1111, 1156, 257, 222, 1292, 512, 22, 194, 1474, 1136, 178, 614]","[344, 491, 318, 789, 611, 612, 914, 766, 899, 113, 168, 13, 891, 882, 609, 274, 527, 63, 477, 996, 893, 1117, 673, 189, 425, 162, 867, 127, 807, 706, 406, 776, 338, 197, 541, 1436, 851, 654, 956, 850, 486, 269, 645, 82, 1496, 1157, 170, 1238, 205, 461, 1440, 9, 1198, 315, 608, 1179, 650, 1181, 347, 610, 1154, 3, 652, 819, 669, 1145, 809, 662, 679, 741, 644, 305, 177, 813, 601, 286, 1480, 131, 7, 1136, 890, 328, 1582, 953, 1156, 1339, 911, 512, 1111, 22, 1062, 222, 1088, 1444, 1292, 1474, 257, 194, 178, 614]",{199},"[5.805288, 5.688837, 5.6330667, 5.573025, 5.3401823, 5.363663, 5.280034, 5.2901177, 5.280084, 5.1276946, 5.20936, 5.161875, 5.12265, 5.095418, 4.998195, 4.992644, 4.9187036, 4.896822, 5.006733, 4.943636, 4.9577055, 4.9573703, 4.9688106, 4.929576, 4.913919, 4.8876257, 4.852544, 4.8302217, 4.8338923, 4.8259997, 4.80894, 4.7955637, 4.784641, 4.7459855, 4.7034483, 4.782552, 4.6628823, 4.6684914, 4.687362, 4.7053065, 4.6738205, 4.684099, 4.670533, 4.628952, 4.6480837, 4.6291237, 4.6477685, 4.624403, 4.642067, 4.6672964, 4.6069045, 4.662052, 4.6332426, 4.580589, 4.599826, 4.5718966, 4.5665383, 4.573286, 4.537884, 4.55425, 4.5437245, 4.51707, 4.535546, 4.5089345, 4.506213, 4.516774, 4.5069027, 4.481749, 4.5254116, 4.481646, 4.448988, 4.4787016, 4.473099, 4.415888, 4.4055195, 4.4613614, 4.416493, 4.4162855, 4.393239, 4.416014, 4.432225, 4.3780255, 4.3950963, 4.3711395, 4.388916, 4.38692, 4.365801, 4.3862176, 4.3807817, 4.387352, 4.3329186, 4.375472, 4.341757, 4.3807917, 4.3793406, 4.33246, 4.3415527, 4.4064555, 4.323767, 4.2815566]",611
3,1352,"[1352, 1272, 1525, 642, 601, 1012, 659, 355, 928, 1485, 732, 541, 651, 1011, 858, 1180, 1578, 1430, 863, 1441, 646, 600, 1181, 720, 1094, 613, 605, 599, 654, 1351, 223, 614, 661, 376, 604, 629, 1190, 390, 524, 156, 133, 44, 704, 212, 631, 441, 60, 169, 649, 73, 59, 503, 1090, 1141, 610, 1581, 639, 1496, 426, 1582, 118, 655, 652, 161, 915, 1145, 1333, 630, 233, 671, 432, 427, 211, 585, 313, 402, 656, 342, 29, 948, 335, 1184, 85, 98, 580, 1055, 1495, 903, 714, 709, 645, 115, 113, 309, 962, 611, 516, 153, 418, 1123]","[1352, 1272, 1525, 1012, 642, 601, 659, 928, 1485, 355, 732, 541, 1578, 651, 858, 1011, 1430, 1180, 863, 1441, 646, 720, 1181, 600, 1094, 613, 1351, 223, 599, 605, 654, 614, 376, 661, 1190, 524, 629, 604, 390, 156, 44, 133, 704, 212, 60, 631, 1090, 441, 1581, 73, 1141, 649, 169, 610, 59, 503, 639, 118, 1582, 426, 1496, 655, 161, 1333, 652, 233, 1145, 630, 915, 585, 427, 432, 671, 342, 85, 29, 211, 402, 1184, 313, 948, 335, 656, 1055, 98, 903, 1495, 714, 580, 645, 115, 153, 516, 113, 709, 611, 309, 1123, 962, 418]",{301},"[5.6403317, 5.094282, 5.0905085, 5.0133586, 4.992945, 5.0194654, 4.945122, 4.789357, 4.831495, 4.8232465, 4.7636976, 4.7605634, 4.745734, 4.7376814, 4.7405205, 4.719615, 4.756613, 4.735649, 4.6501923, 4.6493464, 4.6304693, 4.564651, 4.5810018, 4.5851045, 4.549262, 4.5336814, 4.4967904, 4.501276, 4.4952145, 4.5190268, 4.5077167, 4.468662, 4.44461, 4.446191, 4.4206967, 4.423682, 4.4300566, 4.4081283, 4.426722, 4.3804245, 4.3677564, 4.3689737, 4.349909, 4.3302975, 4.3071685, 4.2924266, 4.319821, 4.2653894, 4.2714734, 4.2758965, 4.2572927, 4.249777, 4.3004065, 4.2734966, 4.2601466, 4.2768574, 4.231933, 4.2159476, 4.219119, 4.224619, 4.2271953, 4.204051, 4.1632676, 4.1981015, 4.1383185, 4.1547756, 4.1834507, 4.1438417, 4.1623588, 4.1110954, 4.120255, 4.1262913, 4.1032896, 4.13237, 4.080878, 4.0959525, 4.077054, 4.1080685, 4.104271, 4.0790644, 4.0774984, 4.09172, 4.107341, 4.0464716, 4.0179434, 4.0554624, 4.0322137, 4.044849, 4.03164, 3.9647071, 4.000573, 3.9978063, 3.968111, 3.9606278, 3.949273, 3.9642277, 3.973075, 3.985149, 3.9357407, 3.9497373]",1012
4,698,"[698, 1578, 1118, 1441, 1147, 1246, 1352, 1444, 268, 1430, 691, 1141, 1581, 688, 1190, 858, 1154, 706, 281, 1292, 945, 895, 860, 1582, 937, 518, 1140, 1012, 1088, 492, 1076, 1485, 342, 462, 884, 694, 243, 1576, 294, 934, 1359, 303, 5, 1402, 1279, 1134, 301, 1384, 719, 261, 1255, 862, 59, 714, 118, 1124, 1208, 82, 1554, 1030, 123, 748, 484, 935, 1559, 476, 1440, 1272, 13, 358, 1537, 300, 1330, 45, 1501, 133, 789, 950, 1179, 968, 903, 1525, 1112, 1156, 891, 514, 901, 110, 683, 1090, 1539, 1055, 136, 1111, 304, 1351, 1339, 1010, 1229, 1180]","[698, 1578, 1118, 1441, 1246, 1444, 1352, 268, 1147, 1430, 691, 1141, 1581, 688, 858, 1190, 1154, 706, 281, 945, 1292, 895, 1582, 518, 1140, 860, 937, 1088, 1012, 492, 1076, 884, 342, 462, 1485, 243, 1576, 934, 294, 694, 1359, 5, 303, 1402, 1279, 1384, 1134, 301, 719, 1255, 261, 862, 714, 59, 118, 1124, 1208, 82, 1030, 1554, 123, 484, 935, 748, 1559, 1440, 476, 1272, 13, 358, 1330, 300, 1537, 1501, 45, 789, 968, 133, 1179, 903, 1525, 1156, 1112, 514, 683, 891, 110, 1539, 901, 1111, 1090, 304, 1351, 1055, 950, 136, 1339, 1229, 1010, 1180]",{236},"[6.104446, 6.000206, 5.8244443, 5.752298, 5.6700883, 5.747457, 5.7207403, 5.7343016, 5.678477, 5.62884, 5.5296483, 5.488384, 5.443829, 5.4146633, 5.383481, 5.3903093, 5.3519626, 5.34384, 5.3357787, 5.27332, 5.27838, 5.255999, 5.24375, 5.2541714, 5.2434163, 5.245145, 5.244099, 5.2288065, 5.2422123, 5.2011013, 5.1964774, 5.162167, 5.1657925, 5.165483, 5.1715426, 5.1386065, 5.149425, 5.1487036, 5.1402493, 5.140646, 5.1326756, 5.099328, 5.10237, 5.0984745, 5.0967093, 5.0729027, 5.0675244, 5.073802, 5.0647073, 5.0304556, 5.030757, 5.0248613, 5.004538, 5.0193286, 5.003097, 4.9998937, 4.997728, 4.9795628, 4.9704595, 4.9707055, 4.9693265, 4.947275, 4.9517465, 4.9481087, 4.9433794, 4.9316683, 4.932664, 4.926917, 4.905921, 4.8812494, 4.8643985, 4.8693438, 4.8738027, 4.8493505, 4.85816, 4.843095, 4.8473234, 4.774147, 4.8422794, 4.844319, 4.826096, 4.8243456, 4.805423, 4.8138723, 4.7957797, 4.801824, 4.7900076, 4.7942724, 4.797474, 4.7862062, 4.7915854, 4.77592, 4.7735386, 4.788293, 4.7808566, 4.779052, 4.7688384, 4.7529593, 4.7609806, 4.7437882]",1246
5,1190,"[1190, 1010, 484, 895, 188, 860, 849, 419, 243, 749, 610, 113, 636, 142, 510, 270, 1252, 390, 283, 127, 1581, 1054, 222, 536, 461, 914, 842, 88, 743, 417, 1047, 293, 254, 698, 303, 1147, 205, 6, 49, 212, 457, 937, 92, 513, 890, 706, 168, 296, 928, 406, 1140, 306, 462, 300, 97, 492, 342, 343, 1134, 213, 1220, 945, 136, 84, 653, 1099, 268, 654, 9, 505, 477, 481, 3, 555, 1444, 273, 1248, 649, 495, 1284, 971, 317, 460, 1180, 533, 605, 518, 487, 674, 1181, 159, 1282, 177, 1161, 801, 516, 135, 1003, 290, 607]","[1190, 484, 1010, 895, 860, 188, 849, 243, 419, 610, 749, 1252, 113, 142, 636, 510, 270, 390, 283, 1581, 127, 536, 1054, 461, 914, 222, 842, 303, 88, 1047, 254, 743, 293, 698, 417, 1147, 205, 49, 6, 92, 513, 457, 937, 212, 890, 706, 928, 168, 296, 306, 462, 97, 1140, 342, 343, 1134, 406, 136, 492, 945, 1099, 1220, 300, 654, 213, 653, 268, 1248, 273, 1444, 555, 487, 505, 971, 1180, 1284, 460, 649, 84, 477, 481, 801, 3, 518, 674, 1282, 533, 9, 159, 1161, 495, 605, 317, 1181, 135, 607, 177, 516, 290, 1003]",{709},"[5.5468435, 5.4747634, 5.4931817, 5.397403, 5.3105597, 5.3658714, 5.2912326, 5.177812, 5.212954, 5.166093, 5.1742654, 5.0886693, 5.0785966, 5.0797887, 5.0672455, 5.0440593, 5.094317, 5.0186296, 5.016515, 4.9761896, 4.9898596, 4.9367657, 4.8693986, 4.95307, 4.9238887, 4.896805, 4.8408127, 4.8375473, 4.8192797, 4.7959313, 4.8328276, 4.8174915, 4.8261847, 4.801599, 4.839786, 4.7898464, 4.7725925, 4.7464237, 4.7660666, 4.7067804, 4.722151, 4.71539, 4.739832, 4.7378025, 4.705546, 4.6796727, 4.6670475, 4.6656566, 4.6725183, 4.5703397, 4.616597, 4.634357, 4.624764, 4.5393524, 4.618935, 4.5603657, 4.6131954, 4.5905457, 4.5823307, 4.5252447, 4.5404243, 4.5488954, 4.5618534, 4.463957, 4.5101557, 4.5450287, 4.509072, 4.5270724, 4.435082, 4.4882355, 4.463652, 4.461132, 4.4590816, 4.4952035, 4.501004, 4.505491, 4.507293, 4.464962, 4.415258, 4.4753275, 4.479968, 4.3916416, 4.472365, 4.477599, 4.439502, 4.396284, 4.4569244, 4.4893785, 4.452619, 4.389769, 4.4293737, 4.447685, 4.3609824, 4.4227366, 4.460127, 4.3468738, 4.3805704, 4.318595, 4.3312607, 4.374278]",860
6,462,"[462, 1190, 390, 1010, 313, 84, 1272, 1012, 631, 1352, 1181, 132, 486, 168, 970, 914, 311, 651, 891, 1582, 1441, 432, 658, 1141, 254, 1046, 130, 726, 29, 720, 1282, 913, 165, 484, 244, 518, 340, 1182, 1485, 590, 612, 526, 522, 255, 603, 118, 1076, 1525, 1179, 582, 1198, 1252, 1436, 1581, 342, 243, 534, 547, 291, 1121, 1554, 1351, 1090, 742, 1047, 895, 296, 646, 741, 485, 748, 511, 578, 1576, 487, 1059, 185, 477, 191, 732, 82, 1426, 314, 1263, 343, 188, 984, 73, 581, 535, 1161, 702, 1402, 123, 601, 42, 1129, 1284, 1136, 1180]","[462, 1190, 390, 1010, 1272, 313, 84, 1012, 631, 132, 1352, 970, 651, 311, 1181, 486, 168, 1441, 914, 1582, 1141, 891, 658, 1046, 432, 726, 1282, 254, 29, 130, 720, 165, 913, 1485, 484, 244, 518, 340, 590, 1182, 522, 255, 612, 526, 603, 118, 1076, 1525, 1179, 534, 582, 1198, 1581, 342, 895, 547, 243, 1090, 1351, 1554, 1252, 1436, 1121, 1047, 646, 742, 485, 741, 511, 291, 748, 487, 1576, 296, 732, 185, 578, 191, 1426, 1059, 477, 82, 1263, 343, 314, 535, 1161, 984, 1284, 123, 581, 1402, 1129, 42, 1180, 702, 188, 73, 601, 1136]","{416, 257, 262, 236, 85}","[6.200654, 6.0123754, 5.8665504, 5.8171887, 5.7170444, 5.631682, 5.7211757, 5.5112357, 5.509323, 5.4472094, 5.370644, 5.4579573, 5.358654, 5.3515577, 5.418963, 5.333866, 5.378326, 5.402598, 5.290122, 5.3267326, 5.347277, 5.2301126, 5.25708, 5.313447, 5.1935973, 5.238543, 5.162886, 5.211192, 5.1706257, 5.1490207, 5.2109456, 5.1000533, 5.105909, 5.0744085, 5.0526733, 5.033277, 5.0253215, 4.9657106, 5.084376, 5.0220313, 4.9519176, 4.9484887, 4.958981, 4.9560823, 4.934478, 4.903034, 4.9012403, 4.8661356, 4.853804, 4.8431177, 4.841599, 4.7570844, 4.7537675, 4.831172, 4.8116083, 4.789974, 4.853726, 4.793895, 4.7046795, 4.7490025, 4.760975, 4.764325, 4.7828984, 4.7176995, 4.747695, 4.810939, 4.640127, 4.7191987, 4.711366, 4.711757, 4.681473, 4.71126, 4.6166615, 4.6546392, 4.6666927, 4.5752797, 4.6369743, 4.556506, 4.606702, 4.638121, 4.5364385, 4.582607, 4.520046, 4.5348015, 4.5230246, 4.423982, 4.4896827, 4.416266, 4.475734, 4.512671, 4.508102, 4.438273, 4.4587064, 4.477293, 4.3912134, 4.449462, 4.4555206, 4.480267, 4.390698, 4.442646]",1272
7,293,"[293, 237, 212, 494, 492, 481, 945, 1190, 505, 714, 268, 649, 213, 1003, 484, 946, 222, 97, 525, 858, 962, 698, 206, 1581, 937, 691, 636, 9, 1047, 704, 728, 207, 169, 657, 460, 1147, 370, 1054, 64, 497, 830, 608, 895, 801, 531, 174, 605, 1351, 1124, 630, 709, 631, 285, 85, 38, 907, 1140, 115, 1030, 190, 1134, 696, 516, 159, 275, 719, 948, 21, 188, 345, 125, 1312, 1499, 173, 954, 792, 261, 419, 860, 215, 1578, 732, 1237, 195, 1137, 647, 376, 1180, 133, 69, 153, 702, 503, 241, 653, 915, 223, 96, 472, 208]","[293, 237, 212, 492, 505, 945, 97, 481, 649, 714, 1003, 494, 268, 484, 962, 1190, 525, 213, 698, 1147, 728, 704, 206, 1581, 937, 895, 946, 370, 64, 222, 460, 497, 207, 636, 1047, 801, 657, 169, 608, 285, 531, 38, 85, 9, 125, 174, 115, 605, 1054, 1351, 1134, 1124, 159, 907, 21, 948, 860, 830, 719, 858, 691, 345, 173, 1030, 1140, 261, 696, 1578, 275, 190, 516, 1180, 709, 792, 1312, 133, 1499, 153, 503, 915, 215, 223, 1237, 195, 419, 1137, 647, 630, 188, 653, 69, 702, 208, 472, 954, 631, 732, 376, 241, 96]",{290},"[5.4289546, 5.2574415, 5.230222, 4.9444947, 5.0836477, 4.984374, 5.0116286, 4.8590164, 5.0719366, 4.9488406, 4.934961, 4.9696145, 4.797357, 4.94838, 4.8828273, 4.7287493, 4.7091208, 4.999424, 4.8160176, 4.4667497, 4.861252, 4.789213, 4.751955, 4.7398834, 4.7369647, 4.459948, 4.68228, 4.550909, 4.6632605, 4.7562227, 4.7645226, 4.6862144, 4.62246, 4.6279387, 4.706301, 4.775649, 4.714377, 4.5247984, 4.7116737, 4.6936274, 4.4692507, 4.606064, 4.7309365, 4.6501193, 4.57417, 4.5374575, 4.5249076, 4.5242968, 4.497561, 4.257286, 4.3556457, 4.140377, 4.581787, 4.563136, 4.5645456, 4.485296, 4.436823, 4.527123, 4.4390106, 4.404808, 4.513898, 4.425439, 4.3789062, 4.485625, 4.4107714, 4.4669447, 4.471631, 4.474594, 4.2486467, 4.457863, 4.5499005, 4.348758, 4.3419933, 4.4462337, 4.1882324, 4.3526425, 4.4254794, 4.2833514, 4.471118, 4.322502, 4.4108167, 4.0537148, 4.3075337, 4.301228, 4.271668, 4.2671103, 4.0290766, 4.3638277, 4.346685, 4.241027, 4.3413897, 4.238682, 4.333832, 4.0071597, 4.2424765, 4.322876, 4.3219695, 3.9975665, 4.1984363, 4.207969]",505
8,1430,"[1430, 1578, 509, 1297, 5, 518, 1352, 180, 49, 1129, 1485, 146, 1582, 954, 528, 186, 191, 1330, 832, 1104, 524, 261, 13, 897, 903, 376, 27, 611, 774, 311, 659, 1092, 485, 639, 1139, 295, 746, 164, 81, 1147, 241, 1441, 1525, 78, 165, 858, 525, 1055, 1012, 1124, 184, 747, 175, 491, 523, 189, 156, 646, 521, 209, 222, 901, 1141, 714, 135, 176, 481, 264, 179, 1431, 56, 96, 185, 511, 429, 82, 649, 612, 957, 1246, 1546, 301, 691, 632, 541, 513, 660, 519, 1061, 514, 1184, 172, 187, 497, 720, 1190, 526, 277, 503, 231]","[1430, 1578, 509, 1352, 1297, 5, 1485, 518, 49, 180, 1129, 954, 186, 191, 903, 261, 146, 1582, 832, 528, 1330, 1104, 639, 1525, 897, 524, 1055, 13, 858, 485, 376, 311, 1441, 611, 164, 774, 1139, 295, 1012, 659, 81, 27, 746, 525, 165, 241, 78, 1092, 714, 1147, 184, 176, 175, 523, 511, 56, 901, 156, 521, 222, 189, 1124, 179, 209, 646, 301, 747, 491, 519, 1431, 632, 691, 481, 135, 1141, 649, 1246, 96, 264, 957, 514, 82, 513, 185, 660, 1546, 429, 1184, 612, 503, 172, 231, 1061, 526, 187, 541, 497, 720, 1190, 277]","{88, 284}","[6.250553, 6.0124645, 5.9011574, 5.7197156, 5.681272, 5.5965347, 5.733614, 5.550622, 5.562584, 5.5202045, 5.656952, 5.4258585, 5.425757, 5.4666424, 5.411772, 5.453521, 5.4496894, 5.395895, 5.4179273, 5.394883, 5.33774, 5.445653, 5.300365, 5.342246, 5.447918, 5.2783055, 5.229711, 5.2628984, 5.25864, 5.275495, 5.2367992, 5.1852236, 5.278346, 5.388413, 5.258106, 5.246319, 5.2140145, 5.2628975, 5.2322607, 5.175672, 5.1905804, 5.273301, 5.343086, 5.1902785, 5.2002625, 5.287785, 5.211399, 5.302722, 5.2419133, 5.096699, 5.169599, 5.076593, 5.1580667, 5.0744543, 5.15109, 5.1171274, 5.1386123, 5.0891023, 5.134394, 5.0912123, 5.1249266, 5.1402698, 5.035943, 5.177226, 5.0372047, 5.16906, 5.05018, 5.010219, 5.0945597, 5.0650163, 5.1482754, 5.023311, 4.967799, 5.149212, 4.958003, 4.976605, 5.0313277, 4.9456635, 4.9973917, 5.030045, 4.961247, 5.0804543, 5.051629, 5.0627837, 4.8854074, 4.975443, 4.9656873, 5.0717497, 4.904862, 4.9873457, 4.9513693, 4.908188, 4.886323, 4.878919, 4.8781595, 4.8467317, 4.894673, 4.829464, 4.910621, 4.9079924]",1352
9,536,"[536, 741, 475, 766, 899, 914, 1440, 971, 706, 306, 243, 1444, 694, 1154, 323, 698, 1161, 456, 850, 705, 484, 809, 92, 654, 216, 344, 12, 457, 891, 1190, 338, 268, 1156, 860, 83, 890, 789, 90, 1010, 1013, 1292, 380, 895, 330, 587, 851, 1089, 1099, 303, 1299, 510, 748, 1251, 462, 1204, 370, 996, 849, 652, 975, 1384, 1140, 1231, 1062, 757, 139, 749, 388, 1179, 937, 205, 250, 500, 557, 252, 1118, 1136, 283, 113, 1284, 743, 8, 821, 162, 461, 884, 917, 255, 1581, 294, 1290, 168, 1047, 541, 458, 915, 1246, 178, 1030, 802]","[536, 741, 475, 766, 694, 899, 860, 914, 92, 243, 303, 1440, 971, 338, 698, 484, 706, 306, 849, 510, 1444, 895, 851, 1161, 1190, 323, 890, 1010, 654, 456, 1118, 1154, 850, 12, 705, 330, 457, 283, 891, 216, 789, 90, 809, 8, 1089, 344, 462, 1156, 652, 178, 83, 1099, 1013, 268, 587, 748, 937, 743, 1284, 1292, 294, 113, 1299, 1581, 168, 1047, 250, 380, 1062, 1251, 1030, 996, 1179, 205, 500, 975, 252, 1204, 1231, 757, 139, 388, 749, 557, 370, 1136, 1246, 1384, 1140, 461, 821, 1290, 541, 255, 917, 458, 802, 162, 884, 915]",{355},"[5.679705, 5.5844455, 5.5556993, 5.4285808, 5.3595567, 5.283398, 5.1220307, 5.100906, 4.998308, 4.995714, 5.239704, 4.9622064, 5.4132175, 4.812672, 4.88206, 5.0553865, 4.931819, 4.8250017, 4.807824, 4.8042693, 5.043977, 4.694837, 5.2762804, 4.842147, 4.7380466, 4.6654015, 4.805093, 4.791487, 4.7658796, 4.922532, 5.0797644, 4.550384, 4.6529055, 5.313899, 4.603807, 4.8532505, 4.71752, 4.716933, 4.843096, 4.5846415, 4.5051785, 4.4696236, 4.9614735, 4.7941585, 4.536738, 4.9516587, 4.6699214, 4.6020117, 5.1685324, 4.4963064, 4.9780245, 4.523253, 4.4551425, 4.654536, 4.3884344, 4.3150835, 4.437395, 4.9917917, 4.6239967, 4.4067388, 4.2818923, 4.2642555, 4.368205, 4.4611797, 4.360027, 4.359975, 4.3210554, 4.3579473, 4.4324217, 4.5186343, 4.426692, 4.4723682, 4.40903, 4.316431, 4.4024568, 4.8214912, 4.2993126, 4.7771072, 4.4982934, 4.5144315, 4.514771, 4.678433, 4.2506633, 4.178071, 4.261233, 4.168639, 4.2362423, 4.2377996, 4.491888, 4.498403, 4.2413287, 4.4814353, 4.479676, 4.2395186, 4.2074304, 4.1591153, 4.2832713, 4.612029, 4.4468603, 4.1831207]",694
