user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,609,"[609, 611, 882, 541, 645, 528, 168, 1389, 11, 406, 1124, 915, 996, 491, 1129, 481, 654, 652, 789, 1330]","[609, 611, 882, 528, 541, 645, 168, 11, 406, 1389, 996, 1124, 481, 915, 491, 654, 1129, 652, 789, 1330]",{142},"[5.972845, 5.5365114, 5.459583, 5.4101295, 5.3906636, 5.4182415, 5.3880897, 5.290784, 5.378666, 5.3429084, 5.230497, 5.2161264, 5.2357373, 5.1940293, 5.0774207, 5.221581, 5.14621, 5.033812, 5.0182405, 4.991695]",528
1,849,"[849, 1292, 1231, 637, 851, 370, 379, 55, 536, 59, 901, 895, 599, 610, 1158, 261, 306, 92, 1174, 473]","[849, 1292, 536, 901, 851, 55, 59, 637, 1231, 370, 379, 599, 1158, 261, 895, 610, 1174, 473, 306, 92]",{340},"[5.905197, 5.286166, 4.9039936, 4.916254, 4.9889684, 4.850974, 4.828748, 4.9539437, 5.1314015, 4.9225535, 5.0286846, 4.7631493, 4.7953873, 4.7629166, 4.7875686, 4.7854977, 4.726797, 4.7220087, 4.7531667, 4.746876]",536
2,344,"[344, 491, 318, 789, 612, 611, 899, 914, 766, 13, 113, 168, 891, 882, 274, 527, 673, 425, 609, 893]","[344, 491, 318, 789, 611, 612, 914, 766, 899, 113, 168, 13, 891, 882, 609, 274, 527, 893, 673, 425]",{199},"[5.805288, 5.688837, 5.6330667, 5.573025, 5.3401823, 5.363663, 5.280034, 5.2901177, 5.280084, 5.1276946, 5.20936, 5.161875, 5.12265, 5.095418, 4.998195, 4.992644, 4.9187036, 4.896822, 5.006733, 4.943636]",611
3,1352,"[1352, 1272, 1525, 642, 601, 1012, 659, 355, 928, 1485, 732, 541, 651, 1011, 858, 1180, 1578, 1430, 863, 1441]","[1352, 1272, 1525, 1012, 642, 601, 659, 928, 1485, 355, 732, 541, 1578, 651, 858, 1011, 1430, 1180, 863, 1441]",{301},"[5.6403317, 5.094282, 5.0905085, 5.0133586, 4.992945, 5.0194654, 4.945122, 4.789357, 4.831495, 4.8232465, 4.7636976, 4.7605634, 4.745734, 4.7376814, 4.7405205, 4.719615, 4.756613, 4.735649, 4.6501923, 4.6493464]",1012
4,698,"[698, 1578, 1118, 1441, 1147, 1246, 1352, 1444, 268, 1430, 691, 1141, 1581, 688, 1190, 858, 1154, 706, 281, 1292]","[698, 1578, 1118, 1441, 1246, 1444, 1352, 268, 1147, 1430, 691, 1141, 1581, 688, 858, 1190, 1154, 706, 281, 1292]",{236},"[6.104446, 6.000206, 5.8244443, 5.752298, 5.6700883, 5.747457, 5.7207403, 5.7343016, 5.678477, 5.62884, 5.5296483, 5.488384, 5.443829, 5.4146633, 5.383481, 5.3903093, 5.3519626, 5.34384, 5.3357787, 5.27332]",1246
5,1190,"[1190, 1010, 484, 895, 188, 860, 849, 419, 243, 749, 610, 113, 636, 142, 510, 270, 1252, 390, 283, 127]","[1190, 484, 1010, 895, 860, 188, 849, 243, 419, 610, 749, 1252, 113, 142, 636, 510, 270, 390, 283, 127]",{709},"[5.5468435, 5.4747634, 5.4931817, 5.397403, 5.3105597, 5.3658714, 5.2912326, 5.177812, 5.212954, 5.166093, 5.1742654, 5.0886693, 5.0785966, 5.0797887, 5.0672455, 5.0440593, 5.094317, 5.0186296, 5.016515, 4.9761896]",860
6,462,"[462, 1190, 390, 1010, 313, 84, 1272, 1012, 631, 1352, 1181, 132, 486, 168, 970, 914, 311, 651, 891, 1582]","[462, 1190, 390, 1010, 1272, 313, 84, 1012, 631, 132, 1352, 970, 651, 311, 1181, 486, 168, 914, 1582, 891]","{416, 257, 262, 236, 85}","[6.200654, 6.0123754, 5.8665504, 5.8171887, 5.7170444, 5.631682, 5.7211757, 5.5112357, 5.509323, 5.4472094, 5.370644, 5.4579573, 5.358654, 5.3515577, 5.418963, 5.333866, 5.378326, 5.402598, 5.290122, 5.3267326]",1272
7,293,"[293, 237, 212, 494, 492, 481, 945, 1190, 505, 714, 268, 649, 213, 1003, 484, 946, 222, 97, 525, 858]","[293, 237, 212, 492, 505, 945, 97, 481, 649, 714, 1003, 494, 268, 484, 1190, 525, 213, 946, 222, 858]",{290},"[5.4289546, 5.2574415, 5.230222, 4.9444947, 5.0836477, 4.984374, 5.0116286, 4.8590164, 5.0719366, 4.9488406, 4.934961, 4.9696145, 4.797357, 4.94838, 4.8828273, 4.7287493, 4.7091208, 4.999424, 4.8160176, 4.4667497]",505
8,1430,"[1430, 1578, 509, 1297, 5, 518, 1352, 180, 49, 1129, 1485, 146, 1582, 954, 528, 186, 191, 1330, 832, 1104]","[1430, 1578, 509, 1352, 1297, 5, 1485, 518, 49, 180, 1129, 954, 186, 191, 146, 1582, 832, 528, 1330, 1104]","{88, 284}","[6.250553, 6.0124645, 5.9011574, 5.7197156, 5.681272, 5.5965347, 5.733614, 5.550622, 5.562584, 5.5202045, 5.656952, 5.4258585, 5.425757, 5.4666424, 5.411772, 5.453521, 5.4496894, 5.395895, 5.4179273, 5.394883]",1352
9,536,"[536, 741, 475, 766, 899, 914, 1440, 971, 706, 306, 243, 1444, 694, 1154, 323, 698, 1161, 456, 850, 705]","[536, 741, 475, 766, 694, 899, 914, 243, 1440, 971, 698, 706, 306, 1444, 1161, 323, 456, 1154, 850, 705]",{355},"[5.679705, 5.5844455, 5.5556993, 5.4285808, 5.3595567, 5.283398, 5.1220307, 5.100906, 4.998308, 4.995714, 5.239704, 4.9622064, 5.4132175, 4.812672, 4.88206, 5.0553865, 4.931819, 4.8250017, 4.807824, 4.8042693]",694
