user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,609,"[609, 611, 882, 541, 645, 528, 168, 1389, 11, 406, 1124, 915, 996, 491, 1129, 481, 654, 652, 789, 1330]","[541, 645, 1129, 1330, 609, 1389, 1124, 611, 882, 528, 652, 406, 996, 168, 11, 491, 789, 915, 654, 481]","{0, 129, 3, 132, 261, 134, 7, 136, 9, 10, 266, 140, 13, 20, 149, 148, 23, 152, 155, 156, 29, 160, 41, 169, 176, 49, 178, 179, 181, 182, 55, 184, 185, 59, 187, 193, 68, 197, 70, 71, 200, 201, 69, 76, 204, 78, 83, 212, 214, 119, 88, 89, 218, 91, 222, 96, 97, 226, 98, 228, 105, 112, 114, 245, 117, 247, 120, 121, 250, 125}","[5.736592, 5.322468, 5.2150297, 5.811772, 5.7849193, 5.204239, 4.994359, 5.7132072, 4.9851413, 5.10695, 5.6248126, 4.872943, 5.022851, 4.9578443, 5.768643, 4.828425, 4.847833, 5.126668, 4.9370875, 5.7365994]",1330
1,849,"[849, 1292, 1231, 637, 851, 370, 379, 55, 536, 59, 901, 895, 599, 610, 1158, 261, 306, 92, 1174, 473]","[849, 1292, 536, 901, 851, 55, 59, 637, 1231, 370, 379, 599, 1158, 261, 895, 610, 1174, 473, 306, 92]",{340},"[5.905197, 5.286166, 4.9039936, 4.916254, 4.9889684, 4.850974, 4.828748, 4.9539437, 5.1314015, 4.9225535, 5.0286846, 4.7631493, 4.7953873, 4.7629166, 4.7875686, 4.7854977, 4.726797, 4.7220087, 4.7531667, 4.746876]",536
2,344,"[344, 491, 318, 789, 612, 611, 899, 914, 766, 13, 113, 168, 891, 882, 274, 527, 673, 425, 609, 893]","[318, 491, 425, 344, 914, 113, 168, 789, 673, 527, 612, 13, 899, 611, 766, 891, 882, 274, 893, 609]","{256, 388, 134, 391, 394, 396, 397, 142, 399, 16, 401, 402, 400, 150, 24, 152, 411, 412, 28, 161, 417, 419, 421, 423, 41, 426, 427, 431, 49, 434, 180, 185, 61, 446, 450, 452, 203, 78, 208, 99, 228, 108, 368, 242, 120, 378, 380, 383}","[5.6023936, 5.812286, 6.2688527, 5.2820926, 5.119526, 5.065621, 5.077255, 5.4310865, 4.9627876, 5.0985217, 5.361698, 5.3148875, 4.931088, 4.8096175, 4.7954597, 5.1475253, 5.1491604, 5.605796, 4.737788, 4.752106]",425
3,1352,"[1352, 1272, 1525, 642, 601, 1012, 659, 355, 928, 1485, 732, 541, 651, 1011, 858, 1180, 1578, 1430, 863, 1441]","[355, 1352, 642, 601, 1272, 1525, 928, 732, 651, 1011, 1180, 1012, 858, 541, 659, 1485, 1578, 1430, 863, 1441]","{0, 512, 515, 6, 7, 532, 21, 150, 20, 284, 291, 425, 300, 177, 49, 308, 58, 315, 316, 63, 191, 68, 459, 460, 78, 208, 210, 467, 471, 478, 480, 482, 99, 486, 488, 236, 494}","[5.444288, 5.2280064, 5.010765, 5.434433, 5.229996, 4.7637405, 4.665816, 5.447219, 4.9109836, 4.6465764, 4.906566, 4.6989064, 4.8796153, 4.7982693, 4.7168612, 4.777189, 4.5724382, 4.5648293, 4.4110303, 4.3739657]",355
4,698,"[698, 1578, 1118, 1441, 1147, 1246, 1352, 1444, 268, 1430, 691, 1141, 1581, 688, 1190, 858, 1154, 706, 281, 1292]","[698, 1246, 1444, 1154, 1578, 1441, 1581, 858, 688, 268, 691, 706, 1118, 1352, 1141, 1147, 1430, 281, 1190, 1292]","{130, 642, 645, 134, 519, 648, 141, 654, 527, 144, 525, 658, 403, 661, 662, 279, 539, 156, 284, 413, 414, 672, 161, 417, 673, 292, 165, 669, 429, 175, 50, 307, 180, 566, 185, 441, 69, 199, 200, 586, 587, 76, 589, 590, 209, 595, 468, 597, 470, 469, 472, 218, 92, 611, 229, 616, 233, 617, 236, 237, 493, 509}","[6.2724934, 5.7609925, 5.4975686, 5.742093, 5.4613657, 6.152247, 5.4819098, 6.1497107, 5.5685883, 5.4101415, 5.5192895, 5.4808397, 5.648737, 5.591659, 5.3050804, 5.622048, 5.7618313, 5.511969, 5.3255982, 5.262799]",1154
5,1190,"[1190, 1010, 484, 895, 188, 860, 849, 419, 243, 749, 610, 113, 636, 142, 510, 270, 1252, 390, 283, 127]","[419, 188, 1010, 895, 127, 1190, 849, 636, 749, 860, 510, 1252, 113, 142, 484, 610, 270, 390, 283, 243]","{737, 547, 740, 423, 746, 299, 10, 525, 46, 237, 238, 433, 315, 731}","[5.4383273, 5.6032333, 5.295614, 5.521007, 5.646741, 5.3776383, 5.4376154, 5.652695, 5.081018, 5.3864174, 5.273771, 5.308111, 5.43125, 5.299342, 5.338979, 5.199352, 5.314262, 5.146871, 5.1401134, 5.4523535]",127
6,462,"[462, 1190, 390, 1010, 313, 84, 1272, 1012, 631, 1352, 1181, 132, 486, 168, 970, 914, 311, 651, 891, 1582]","[1582, 462, 1272, 132, 1190, 311, 1010, 1012, 390, 313, 84, 1181, 1352, 891, 631, 651, 486, 168, 914, 970]","{512, 0, 514, 515, 516, 3, 4, 8, 520, 10, 524, 525, 12, 16, 529, 22, 23, 38, 551, 552, 41, 557, 49, 57, 570, 66, 67, 70, 71, 72, 77, 78, 81, 594, 595, 87, 88, 89, 91, 610, 611, 115, 116, 629, 117, 633, 636, 645, 136, 650, 654, 144, 659, 151, 663, 153, 156, 157, 670, 159, 164, 172, 173, 686, 687, 176, 689, 178, 179, 180, 181, 189, 190, 193, 194, 195, 708, 198, 716, 209, 217, 731, 222, 226, 228, 743, 744, 745, 233, 237, 240, 754, 756, 758, 759, 763, 257, 770, 262, 263, 264, 266, 269, 274, 787, 788, 786, 283, 796, 286, 801, 802, 292, 805, 804, 806, 297, 298, 814, 815, 304, 305, 306, 816, 308, 820, 310, 824, 826, 315, 316, 317, 829, 828, 320, 326, 839, 838, 841, 843, 334, 336, 341, 855, 860, 863, 866, 355, 869, 870, 874, 365, 684, 382, 389, 391, 409, 411, 412, 417, 426, 433, 441, 444, 445, 460, 461, 465, 469, 471, 473, 480, 481, 489, 490, 491, 495, 499, 504, 506, 507}","[5.889921, 5.7575593, 5.6147623, 5.667696, 5.5697646, 5.4845133, 5.886371, 5.659376, 5.253445, 5.3433437, 5.3837805, 5.8258114, 5.2111816, 5.2038145, 5.107975, 5.1263614, 5.7466755, 5.2318215, 5.311848, 5.8912287]",1582
7,293,"[293, 237, 212, 494, 492, 481, 945, 1190, 505, 714, 268, 649, 213, 1003, 484, 946, 222, 97, 525, 858]","[494, 858, 237, 212, 293, 492, 945, 505, 714, 268, 481, 484, 1190, 525, 213, 222, 946, 1003, 97, 649]","{745, 308, 301, 126}","[5.233096, 5.31076, 5.2336287, 5.4786563, 5.086832, 4.987882, 5.071975, 4.924162, 5.0616245, 5.008977, 4.993119, 4.6584606, 4.9159966, 4.683381, 4.9426737, 4.7968354, 4.8853407, 4.669987, 4.919712, 5.316168]",858
8,1430,"[1430, 1578, 509, 1297, 5, 518, 1352, 180, 49, 1129, 1485, 146, 1582, 954, 528, 186, 191, 1330, 832, 1104]","[509, 1430, 5, 49, 1297, 1129, 186, 1578, 954, 191, 832, 1330, 1104, 518, 180, 1485, 146, 1582, 528, 1352]","{640, 6, 7, 8, 652, 21, 416, 38, 171, 173, 689, 562, 54, 57, 316, 581, 70, 208, 86, 731, 97, 355, 500, 502, 126}","[5.997791, 5.5524645, 6.0009255, 5.6136575, 5.753523, 5.4738154, 5.2728477, 5.4275017, 5.647965, 5.605583, 5.4230075, 5.342885, 5.3026524, 5.552051, 5.2887697, 5.552852, 5.549976, 5.503103, 5.5176764, 5.495446]",186
9,536,"[536, 741, 475, 766, 899, 914, 1440, 971, 706, 306, 243, 1444, 694, 1154, 323, 698, 1161, 456, 850, 705]","[766, 698, 536, 899, 741, 475, 243, 1154, 1440, 971, 706, 306, 914, 1444, 323, 456, 850, 705, 694, 1161]","{180, 861, 926, 68}","[5.1373773, 5.040948, 5.0123973, 5.2087345, 5.129405, 4.7410645, 4.895433, 4.878267, 4.7765303, 4.7730203, 4.9839215, 4.7380466, 4.450821, 4.9602923, 4.660715, 5.1702476, 4.387421, 4.603214, 4.5852513, 4.58299]",698
