user,item,topk,new_topk,counterfactual,predicted_scores,replacement
241,731,"[731, 63, 996, 113, 1477, 202, 1330, 314, 690, 929, 222, 541, 92, 41, 283, 476, 582, 513, 25, 609, 1226, 128, 521, 1129, 199, 890, 650, 545, 849, 13, 726, 406, 313, 611, 75, 785, 189, 23, 217, 248, 372, 47, 309, 1430, 527, 464, 897, 1051, 198, 236]","[113, 996, 849, 731, 283, 1477, 63, 1226, 476, 202, 545, 92, 890, 248, 314, 527, 1051, 1330, 217, 41, 690, 929, 23, 222, 582, 236, 513, 25, 128, 521, 650, 726, 609, 313, 785, 1129, 199, 47, 372, 611, 541, 75, 406, 464, 189, 897, 198, 309, 1430, 13]","{512, 257, 525, 142, 655, 152, 537, 293, 305, 180, 310, 190, 1092, 204, 472, 481, 482, 746, 237, 495, 881, 116}","[5.530591, 5.36885, 5.7434335, 5.803833, 5.4505353, 5.249321, 5.0733323, 5.1652937, 4.9782557, 4.948795, 4.9284554, 4.5966067, 5.221168, 5.0242376, 5.4765544, 5.2892547, 4.912733, 4.8646617, 4.8530645, 4.70906, 5.341504, 4.848609, 4.8067703, 4.6538267, 4.6381865, 5.197279, 4.743738, 5.2431884, 5.5426097, 4.3312674, 4.7162585, 4.573552, 4.69758, 4.60341, 4.5940385, 4.6692405, 4.516849, 4.943179, 5.067996, 5.195495, 4.6069107, 4.618597, 4.4734592, 4.47259, 5.0951757, 4.53672, 4.496259, 5.080447, 4.490551, 4.911072]",849
242,915,"[915, 749, 164, 858, 197, 168, 370, 205, 732, 604, 914, 241, 159, 948, 611, 601, 478, 1352, 714, 188, 430, 645, 425, 344, 267, 192, 208, 1124, 275, 1441, 318, 342, 63, 113, 647, 486, 11, 337, 388, 492, 335, 531, 851, 1137, 479, 459, 46, 652, 788, 830]","[601, 478, 168, 425, 318, 915, 159, 205, 63, 749, 486, 241, 604, 188, 1352, 335, 197, 732, 858, 430, 611, 164, 46, 914, 192, 1441, 344, 337, 851, 113, 342, 652, 788, 645, 370, 267, 948, 388, 11, 830, 647, 1137, 1124, 275, 479, 714, 492, 208, 531, 459]","{9, 12, 14, 15, 1038, 527, 1561, 27, 30, 38, 41, 43, 44, 55, 58, 582, 1101, 81, 88, 609, 116, 119, 1147, 124, 658, 150, 1182, 158, 163, 169, 171, 174, 180, 181, 182, 705, 706, 710, 203, 717, 207, 209, 210, 214, 215, 731, 735, 738, 245, 249, 251, 256, 777, 266, 272, 273, 1301, 281, 284, 298, 302, 826, 317, 831, 840, 1369, 369, 911, 409, 410, 419, 446, 462, 469, 473, 999, 1001}","[5.400139, 5.2444825, 4.956764, 5.004626, 5.042429, 5.5223017, 4.7308154, 5.3239317, 5.0349326, 5.1480017, 4.952344, 5.1994114, 5.349231, 4.726651, 4.9673114, 5.6134105, 5.598695, 5.09334, 4.4923897, 5.096237, 4.991706, 4.754795, 5.4935627, 4.936624, 4.729212, 4.9469213, 4.3987656, 4.527535, 4.513894, 4.937384, 5.4009595, 4.817489, 5.2661777, 4.8223877, 4.595073, 5.227402, 4.6508803, 4.8909507, 4.6511073, 4.4690647, 5.0583587, 4.3242745, 4.833277, 4.5751734, 4.4957614, 4.255401, 4.956328, 4.801967, 4.772853, 4.626696]",318
243,849,"[849, 322, 362, 768, 996, 23, 1231, 108, 399, 1126, 92, 832, 113, 248, 776, 235, 128, 250, 1092, 101, 906, 1005, 770, 1037, 270, 1552, 200, 377, 1147, 183, 236, 1038, 367, 765, 748, 453, 737, 810, 283, 759, 407, 1118, 1447, 551, 1010, 851, 120, 536, 610, 882]","[399, 776, 849, 108, 453, 996, 768, 23, 322, 250, 1231, 92, 1038, 248, 810, 748, 1126, 113, 1552, 882, 377, 183, 120, 832, 362, 737, 1010, 1037, 128, 770, 1118, 283, 1005, 407, 1447, 536, 759, 270, 200, 851, 551, 101, 765, 610, 1147, 367, 236, 235, 906, 1092]","{257, 321, 675, 331, 268, 299, 336, 305, 340, 341, 890}","[5.3413625, 4.8284025, 4.2293324, 4.9232693, 5.126446, 4.8897467, 4.6543093, 5.206721, 5.6969004, 4.403395, 4.636114, 4.2324686, 4.391477, 4.537279, 5.351954, 3.6229079, 4.1405983, 4.7019863, 3.4772754, 3.8529236, 3.5648518, 4.058341, 4.136112, 4.1639533, 4.0048466, 4.377165, 3.995575, 4.2957296, 3.8054996, 4.257279, 3.6329987, 4.6030498, 3.6492817, 3.8431711, 4.427246, 5.168776, 4.222796, 4.4568567, 4.065196, 4.0333624, 4.0495586, 4.0881376, 4.0401416, 3.9706936, 4.2045393, 3.971775, 4.2568016, 4.0342093, 3.8095987, 4.354994]",776
244,1430,"[1430, 1330, 1264, 1485, 1092, 55, 1153, 937, 903, 1150, 1036, 1525, 897, 118, 644, 639, 331, 1578, 1055, 5, 1163, 135, 1146, 938, 56, 95, 609, 1314, 478, 193, 511, 235, 1333, 100, 1539, 519, 177, 10, 190, 901, 58, 176, 1011, 1207, 849, 128, 427, 181, 429, 894]","[235, 1330, 1430, 1264, 1092, 1153, 5, 1150, 644, 55, 331, 1485, 1036, 1525, 937, 609, 118, 1314, 901, 135, 1163, 58, 938, 56, 1146, 903, 429, 478, 897, 1539, 193, 639, 95, 1578, 849, 1333, 177, 1055, 190, 1011, 427, 176, 894, 181, 511, 519, 100, 10, 1207, 128]","{512, 136, 267, 13, 19, 1181, 171, 175, 304, 559, 818, 180, 182, 441, 185, 699, 704, 461, 85, 736, 233, 115, 120}","[5.752909, 5.754822, 5.6663117, 5.1730623, 5.639798, 5.249278, 5.4540257, 5.1516333, 4.950304, 5.364559, 5.162009, 5.158737, 4.9151773, 5.145438, 5.3414645, 4.890387, 5.181932, 4.8408923, 4.805098, 5.4269733, 4.986104, 5.0078588, 4.964754, 4.9815245, 4.9688926, 4.8779755, 5.146715, 5.1308613, 4.930129, 4.8964086, 4.6516576, 5.7704806, 4.821235, 4.5695863, 4.9115906, 4.5734735, 4.808885, 4.5526977, 4.789175, 5.1277905, 4.982045, 4.7408085, 4.7812114, 4.4975853, 4.837223, 4.4853587, 4.7644873, 4.7135787, 4.947646, 4.7180295]",235
245,1430,"[1430, 1554, 331, 849, 937, 1485, 128, 1182, 462, 1207, 1252, 250, 726, 651, 1330, 742, 302, 240, 916, 639, 427, 326, 19, 314, 78, 221, 154, 1010, 464, 903, 891, 894, 189, 897, 1525, 661, 118, 928, 1140, 687, 425, 228, 981, 202, 304, 337, 534, 124, 1578, 652]","[331, 849, 1554, 742, 1430, 1182, 462, 464, 891, 1485, 250, 1330, 937, 726, 202, 128, 916, 652, 19, 1252, 240, 427, 326, 1207, 189, 651, 1010, 425, 639, 314, 154, 337, 661, 78, 221, 1525, 687, 118, 534, 981, 302, 1140, 124, 228, 903, 897, 894, 1578, 304, 928]","{512, 515, 8, 524, 527, 39, 559, 565, 55, 64, 71, 593, 87, 93, 97, 98, 1123, 101, 614, 105, 621, 1134, 626, 627, 116, 117, 629, 121, 126, 131, 649, 138, 141, 658, 150, 153, 160, 161, 162, 674, 166, 1197, 178, 696, 184, 199, 209, 210, 211, 213, 215, 222, 735, 1249, 239, 751, 247, 257, 803, 293, 296, 829, 320, 321, 328, 841, 354, 368, 1404, 383, 390, 391, 1419, 399, 920, 409, 412, 414, 415, 416, 417, 418, 931, 421, 934, 438, 445, 960, 450, 474, 477, 995, 501}","[5.328771, 5.63623, 5.788846, 5.7472463, 5.1043863, 5.162149, 5.0686846, 5.2321844, 5.1991696, 4.9403024, 5.0000043, 5.122275, 5.095982, 4.9170313, 5.1156125, 5.329333, 4.581502, 4.9614186, 5.05508, 4.8177896, 4.9600363, 4.9596615, 5.0195923, 4.7663198, 4.669998, 4.66657, 4.727038, 4.9135747, 5.1765976, 4.526894, 5.173471, 4.4731917, 4.9183197, 4.4913907, 4.651125, 4.7032604, 4.6362076, 4.380707, 4.552026, 4.6496267, 4.8277373, 4.530258, 4.612099, 5.0731215, 4.3921247, 4.7139072, 4.631944, 4.5375648, 4.4528747, 5.0430202]",742
246,1444,"[1444, 749, 858, 1190, 268, 567, 392, 243, 1554, 63, 748, 732, 390, 462, 1140, 1156, 221, 714, 484, 1010, 698, 691, 240, 1409, 518, 1246, 790, 1248, 895, 1208, 954, 50, 1441, 1123, 293, 250, 968, 498, 1182, 1231, 914, 757, 528, 188, 706, 492, 514, 165, 657, 1578]","[748, 63, 392, 221, 732, 1444, 293, 518, 268, 954, 757, 749, 790, 528, 1190, 567, 243, 165, 858, 698, 390, 1140, 462, 484, 691, 714, 1010, 1409, 1246, 1554, 1441, 240, 1156, 492, 1208, 1248, 657, 498, 914, 250, 968, 706, 1123, 1578, 188, 50, 1182, 1231, 895, 514]","{131, 649, 10, 139, 400, 160, 417, 171, 172, 305, 49, 189, 68, 201, 202, 203, 78, 466, 98, 227, 744, 244, 126}","[4.6108866, 4.3974776, 4.2495346, 4.3321195, 4.4834847, 4.3218246, 4.70176, 4.269651, 3.9801543, 4.704789, 4.781739, 4.6698847, 4.145957, 4.1143804, 4.123384, 3.9138079, 4.679471, 4.030504, 4.0717573, 4.016953, 4.184388, 4.0559354, 3.9161694, 3.991, 4.5238843, 3.9815674, 4.344053, 3.8967392, 3.71799, 3.9018393, 4.4824347, 3.7937422, 3.934499, 3.8002226, 4.538773, 3.8462446, 3.8403575, 3.8715973, 3.7691238, 3.725355, 3.8606498, 4.4059553, 4.3371363, 3.794321, 3.8355396, 3.9064949, 3.6573129, 4.25494, 3.8849735, 3.7946959]",528
247,392,"[392, 1430, 49, 1129, 954, 1330, 732, 21, 171, 311, 509, 295, 832, 209, 165, 63, 316, 189, 1139, 264, 376, 485, 143, 1431, 97, 1156, 957, 1485, 126, 649, 221, 164, 1525, 118, 481, 526, 1552, 214, 168, 849, 270, 586, 116, 169, 135, 425, 0, 186, 491, 191]","[1430, 49, 509, 1129, 954, 1330, 171, 1485, 311, 126, 832, 295, 165, 209, 732, 63, 21, 316, 1431, 189, 849, 1139, 186, 191, 264, 392, 485, 143, 97, 957, 649, 1156, 1525, 118, 481, 526, 214, 0, 376, 169, 135, 1552, 425, 168, 491, 586, 270, 116, 164, 221]","{514, 136, 397, 658, 788, 674, 41, 174, 47, 322, 579, 67, 711, 201, 459, 85, 473, 226, 738, 873, 758}","[4.802496, 5.58495, 5.2778087, 5.235233, 5.1815863, 5.122972, 4.8667502, 4.851906, 5.061264, 4.990696, 5.2594385, 4.959246, 4.960141, 4.8958936, 4.91528, 4.8552833, 4.834861, 4.8320875, 4.816382, 4.8066688, 4.5723615, 4.784067, 4.782492, 4.8326435, 4.7573094, 4.6560507, 4.7122273, 4.99792, 4.9815645, 4.679079, 4.4035263, 4.4364357, 4.6446996, 4.627662, 4.620475, 4.609475, 4.536541, 4.5915775, 4.520627, 4.8314533, 4.5071588, 4.5071893, 4.5028906, 4.5487757, 4.548545, 4.5348883, 4.577109, 4.8122377, 4.5154166, 4.808021]",191
248,188,"[188, 127, 318, 425, 472, 355, 1003, 314, 313, 113, 13, 491, 191, 291, 731, 63, 241, 78, 142, 477, 966, 490, 184, 432, 1054, 168, 614, 201, 1117, 222, 316, 237, 788, 642, 1010, 478, 527, 114, 270, 611, 1205, 996, 941, 495, 1477, 1181, 569, 1220, 108, 605]","[318, 1477, 188, 425, 127, 472, 113, 491, 355, 191, 13, 314, 291, 432, 313, 63, 1003, 1117, 78, 168, 1054, 184, 1010, 142, 614, 316, 201, 241, 731, 477, 996, 788, 495, 527, 490, 478, 611, 966, 941, 1181, 114, 222, 270, 642, 569, 605, 1205, 237, 108, 1220]","{257, 259, 677, 326, 298, 299, 702, 269, 750, 336, 305, 308, 341, 601, 286, 287}","[5.100586, 4.9409738, 5.984233, 5.045802, 4.890846, 4.7314963, 4.4432225, 4.5456724, 4.4964166, 4.8528886, 4.6391134, 4.7398663, 4.705907, 4.5189023, 4.0941534, 4.494813, 4.1627235, 4.3578124, 4.231637, 4.082788, 3.9332836, 4.0208745, 4.2799788, 4.508806, 4.291613, 4.3324084, 4.226001, 4.172376, 4.4041452, 3.6794584, 4.2147164, 3.5156133, 4.0583405, 3.6692853, 4.2635207, 3.9503715, 4.022759, 3.6853297, 3.6735182, 3.9368804, 3.5546165, 4.0746126, 3.7170255, 4.032936, 5.1433887, 3.7134924, 3.661713, 3.2786503, 3.3566668, 3.6368997]",1477
249,173,"[173, 509, 95, 78, 63, 49, 314, 1430, 954, 518, 97, 126, 612, 128, 1330, 1129, 236, 171, 566, 27, 1582, 191, 1190, 316, 68, 421, 355, 295, 81, 186, 313, 117, 1477, 250, 5, 528, 521, 214, 189, 203, 0, 485, 190, 1010, 143, 494, 227, 194, 525, 524]","[494, 173, 509, 95, 78, 49, 97, 1430, 954, 314, 63, 126, 1330, 128, 236, 191, 171, 355, 566, 1129, 27, 421, 295, 81, 186, 316, 68, 485, 313, 518, 189, 0, 203, 525, 612, 190, 117, 521, 143, 227, 1477, 214, 194, 1582, 1010, 250, 1190, 524, 5, 528]","{290, 323, 260, 328, 297, 244, 287}","[5.534233, 5.512372, 5.3801303, 5.329024, 5.1538005, 5.2759047, 5.173185, 5.1876163, 5.180344, 4.8505383, 5.2325993, 5.1352143, 4.819098, 5.1179376, 5.1258755, 5.0187764, 5.062233, 5.0592513, 5.0225673, 4.99817, 4.6793175, 5.0606275, 4.551411, 4.9283376, 4.914397, 4.970091, 5.0317297, 4.9604445, 4.946278, 4.929127, 4.863624, 4.7836304, 4.7525806, 4.6586046, 4.4594793, 4.4540076, 4.782147, 4.7101774, 4.830608, 4.828536, 4.82901, 4.8890386, 4.7851453, 4.65946, 4.781073, 5.5591044, 4.7619185, 4.691411, 4.822251, 4.48811]",494
250,749,"[749, 849, 610, 1220, 848, 939, 536, 510, 1430, 1010, 206, 1252, 809, 1330, 494, 250, 1156, 55, 1292, 270, 476, 609, 284, 636, 311, 1163, 142, 509, 937, 1477, 949, 928, 268, 484, 283, 698, 90, 392, 1255, 647, 7, 694, 457, 222, 608, 741, 204, 545, 1552, 954]","[749, 1430, 849, 494, 1330, 954, 610, 1010, 809, 939, 250, 1156, 848, 206, 283, 1477, 609, 55, 509, 1220, 1252, 392, 536, 510, 1292, 1552, 1163, 311, 142, 204, 270, 484, 268, 698, 647, 545, 7, 1255, 636, 476, 284, 90, 928, 937, 457, 949, 222, 741, 608, 694]","{133, 1030, 10, 273, 657, 403, 21, 406, 679, 423, 41, 431, 433, 182, 184, 63, 707, 68, 198, 199, 334, 210, 468, 213, 215, 472, 744, 110, 117}","[5.4838867, 5.37413, 5.042551, 4.835217, 4.893673, 4.9465656, 4.810835, 4.8015003, 5.4371505, 5.009922, 4.88154, 4.8287787, 4.968533, 5.179428, 5.224739, 4.9300346, 4.913248, 4.8395343, 4.7946143, 4.6902847, 4.525143, 4.854737, 4.4814944, 4.5280895, 4.708828, 4.7340913, 4.7049255, 4.8393335, 4.467739, 4.860019, 4.423117, 4.4684906, 4.571008, 4.6476884, 4.874162, 4.569155, 4.47608, 4.8174963, 4.541844, 4.5671444, 4.5443254, 4.357859, 4.4507704, 4.420331, 4.405244, 4.419819, 4.691788, 4.5498996, 4.759782, 5.051337]",954
