user,item,topk,new_topk,counterfactual,predicted_scores,replacement
0,609,"[609, 611, 882, 541, 645, 528, 168, 1389, 11, 406, 1124, 915, 996, 491, 1129, 481, 654, 652, 789, 1330, 914, 344, 706, 766, 749, 1450, 956, 1254, 1136, 669, 318, 513, 957, 949, 1480, 170, 99, 741, 507, 208, 1477, 1106, 428, 959, 1156, 610, 527, 509, 1582, 732]","[609, 611, 882, 528, 541, 645, 168, 11, 406, 1389, 996, 1124, 481, 915, 491, 654, 1129, 914, 652, 789, 749, 1330, 344, 706, 669, 766, 1450, 1136, 318, 956, 507, 957, 1254, 513, 741, 1477, 949, 99, 1480, 527, 170, 509, 1106, 1582, 732, 208, 428, 959, 610, 1156]",{142},"[5.972845, 5.5365114, 5.459583, 5.4101295, 5.3906636, 5.4182415, 5.3880897, 5.290784, 5.378666, 5.3429084, 5.230497, 5.2161264, 5.2357373, 5.1940293, 5.0774207, 5.221581, 5.14621, 5.033812, 5.0182405, 4.991695, 5.0657554, 4.989252, 4.989194, 4.9620996, 4.9938293, 4.9431844, 4.9029527, 4.8958015, 4.9317794, 4.9638047, 4.926833, 4.880725, 4.897699, 4.848376, 4.842863, 4.8351974, 4.846806, 4.877821, 4.8981323, 4.788847, 4.874627, 4.8032074, 4.7855434, 4.767935, 4.758659, 4.763816, 4.8415074, 4.8207245, 4.7997594, 4.789437]",528
1,849,"[849, 1292, 1231, 637, 851, 370, 379, 55, 536, 59, 901, 895, 599, 610, 1158, 261, 306, 92, 1174, 473, 541, 178, 200, 1264, 1146, 645, 915, 749, 694, 531, 714, 461, 848, 587, 45, 1092, 1154, 1156, 884, 235, 705, 8, 510, 1163, 1246, 839, 23, 860, 1013, 1369]","[849, 1292, 536, 901, 851, 55, 59, 637, 1231, 370, 379, 599, 1158, 261, 895, 610, 1174, 473, 541, 694, 178, 306, 884, 92, 645, 915, 848, 1264, 45, 1154, 531, 1146, 705, 461, 714, 587, 1246, 1163, 200, 1156, 8, 839, 510, 23, 860, 1013, 1092, 749, 235, 1369]",{340},"[5.905197, 5.286166, 4.9039936, 4.916254, 4.9889684, 4.850974, 4.828748, 4.9539437, 5.1314015, 4.9225535, 5.0286846, 4.7631493, 4.7953873, 4.7629166, 4.7875686, 4.7854977, 4.726797, 4.7220087, 4.7531667, 4.746876, 4.734204, 4.729629, 4.516234, 4.6726627, 4.640893, 4.711942, 4.7083435, 4.354184, 4.729889, 4.6442676, 4.614975, 4.61836, 4.6886306, 4.5941443, 4.668235, 4.36687, 4.647925, 4.506351, 4.722221, 4.301553, 4.6198783, 4.4543386, 4.4374833, 4.5638165, 4.5694394, 4.4520903, 4.4126554, 4.4058547, 4.3953037, 4.235479]",536
2,344,"[344, 491, 318, 789, 612, 611, 899, 914, 766, 13, 113, 168, 891, 882, 274, 527, 673, 425, 609, 893, 477, 996, 63, 1117, 189, 162, 867, 807, 127, 706, 406, 776, 338, 541, 851, 197, 82, 269, 654, 1436, 850, 956, 486, 1440, 1157, 461, 170, 9, 1238, 645]","[344, 491, 318, 789, 611, 612, 914, 766, 899, 113, 168, 13, 891, 882, 609, 274, 527, 63, 477, 996, 893, 1117, 673, 189, 425, 162, 867, 127, 807, 706, 406, 776, 338, 197, 541, 1436, 851, 654, 956, 850, 486, 269, 645, 82, 1157, 170, 1238, 461, 1440, 9]",{199},"[5.805288, 5.688837, 5.6330667, 5.573025, 5.3401823, 5.363663, 5.280034, 5.2901177, 5.280084, 5.1276946, 5.20936, 5.161875, 5.12265, 5.095418, 4.998195, 4.992644, 4.9187036, 4.896822, 5.006733, 4.943636, 4.9577055, 4.9573703, 4.9688106, 4.929576, 4.913919, 4.8876257, 4.852544, 4.8302217, 4.8338923, 4.8259997, 4.80894, 4.7955637, 4.784641, 4.7459855, 4.7034483, 4.782552, 4.6628823, 4.6684914, 4.687362, 4.7053065, 4.6738205, 4.684099, 4.670533, 4.628952, 4.6480837, 4.6291237, 4.6477685, 4.624403, 4.642067, 4.6672964]",611
3,1352,"[1352, 1272, 1525, 642, 601, 1012, 659, 355, 928, 1485, 732, 541, 651, 1011, 858, 1180, 1578, 1430, 863, 1441, 646, 600, 1181, 720, 1094, 613, 605, 599, 654, 1351, 223, 614, 661, 376, 604, 629, 1190, 390, 524, 156, 133, 44, 704, 212, 631, 441, 60, 169, 649, 73]","[1352, 1272, 1525, 1012, 642, 601, 659, 928, 1485, 355, 732, 541, 1578, 651, 858, 1011, 1430, 1180, 863, 1441, 646, 720, 1181, 600, 1094, 613, 1351, 223, 599, 605, 654, 614, 376, 661, 1190, 524, 629, 604, 390, 156, 44, 133, 704, 212, 60, 631, 441, 73, 649, 169]",{301},"[5.6403317, 5.094282, 5.0905085, 5.0133586, 4.992945, 5.0194654, 4.945122, 4.789357, 4.831495, 4.8232465, 4.7636976, 4.7605634, 4.745734, 4.7376814, 4.7405205, 4.719615, 4.756613, 4.735649, 4.6501923, 4.6493464, 4.6304693, 4.564651, 4.5810018, 4.5851045, 4.549262, 4.5336814, 4.4967904, 4.501276, 4.4952145, 4.5190268, 4.5077167, 4.468662, 4.44461, 4.446191, 4.4206967, 4.423682, 4.4300566, 4.4081283, 4.426722, 4.3804245, 4.3677564, 4.3689737, 4.349909, 4.3302975, 4.3071685, 4.2924266, 4.319821, 4.2653894, 4.2714734, 4.2758965]",1012
4,698,"[698, 1578, 1118, 1441, 1147, 1246, 1352, 1444, 268, 1430, 691, 1141, 1581, 688, 1190, 858, 1154, 706, 281, 1292, 945, 895, 860, 1582, 937, 518, 1140, 1012, 1088, 492, 1076, 1485, 342, 462, 884, 694, 243, 1576, 294, 934, 1359, 303, 5, 1402, 1279, 1134, 301, 1384, 719, 261]","[698, 1578, 1118, 1441, 1246, 1444, 1352, 268, 1147, 1430, 691, 1141, 1581, 688, 858, 1190, 1154, 706, 281, 945, 1292, 895, 1582, 518, 1140, 860, 937, 1088, 1012, 492, 1076, 884, 342, 462, 1485, 243, 1576, 934, 294, 694, 1359, 5, 303, 1402, 1279, 1384, 1134, 301, 719, 261]",{236},"[6.104446, 6.000206, 5.8244443, 5.752298, 5.6700883, 5.747457, 5.7207403, 5.7343016, 5.678477, 5.62884, 5.5296483, 5.488384, 5.443829, 5.4146633, 5.383481, 5.3903093, 5.3519626, 5.34384, 5.3357787, 5.27332, 5.27838, 5.255999, 5.24375, 5.2541714, 5.2434163, 5.245145, 5.244099, 5.2288065, 5.2422123, 5.2011013, 5.1964774, 5.162167, 5.1657925, 5.165483, 5.1715426, 5.1386065, 5.149425, 5.1487036, 5.1402493, 5.140646, 5.1326756, 5.099328, 5.10237, 5.0984745, 5.0967093, 5.0729027, 5.0675244, 5.073802, 5.0647073, 5.0304556]",1246
5,1190,"[1190, 1010, 484, 895, 188, 860, 849, 419, 243, 749, 610, 113, 636, 142, 510, 270, 1252, 390, 283, 127, 1581, 1054, 222, 536, 461, 914, 842, 88, 743, 417, 1047, 293, 254, 698, 303, 1147, 205, 6, 49, 212, 457, 937, 92, 513, 890, 706, 168, 296, 928, 406]","[1190, 484, 1010, 895, 860, 188, 849, 243, 419, 610, 749, 1252, 113, 142, 636, 510, 270, 390, 283, 1581, 127, 536, 1054, 461, 914, 222, 842, 303, 88, 1047, 254, 743, 293, 698, 417, 1147, 205, 49, 6, 92, 513, 457, 937, 212, 890, 706, 928, 168, 296, 406]",{709},"[5.5468435, 5.4747634, 5.4931817, 5.397403, 5.3105597, 5.3658714, 5.2912326, 5.177812, 5.212954, 5.166093, 5.1742654, 5.0886693, 5.0785966, 5.0797887, 5.0672455, 5.0440593, 5.094317, 5.0186296, 5.016515, 4.9761896, 4.9898596, 4.9367657, 4.8693986, 4.95307, 4.9238887, 4.896805, 4.8408127, 4.8375473, 4.8192797, 4.7959313, 4.8328276, 4.8174915, 4.8261847, 4.801599, 4.839786, 4.7898464, 4.7725925, 4.7464237, 4.7660666, 4.7067804, 4.722151, 4.71539, 4.739832, 4.7378025, 4.705546, 4.6796727, 4.6670475, 4.6656566, 4.6725183, 4.5703397]",860
6,462,"[462, 1190, 390, 1010, 313, 84, 1272, 1012, 631, 1352, 1181, 132, 486, 168, 970, 914, 311, 651, 891, 1582, 1441, 432, 658, 1141, 254, 1046, 130, 726, 29, 720, 1282, 913, 165, 484, 244, 518, 340, 1182, 1485, 590, 612, 526, 522, 255, 603, 118, 1076, 1525, 1179, 582]","[462, 1190, 390, 1010, 1272, 313, 84, 1012, 631, 132, 1352, 970, 651, 311, 1181, 486, 168, 1441, 914, 1582, 1141, 891, 658, 1046, 432, 726, 1282, 254, 29, 130, 720, 165, 913, 1485, 484, 244, 518, 340, 590, 1182, 522, 255, 612, 526, 603, 118, 1076, 1525, 1179, 582]","{416, 257, 262, 236, 85}","[6.200654, 6.0123754, 5.8665504, 5.8171887, 5.7170444, 5.631682, 5.7211757, 5.5112357, 5.509323, 5.4472094, 5.370644, 5.4579573, 5.358654, 5.3515577, 5.418963, 5.333866, 5.378326, 5.402598, 5.290122, 5.3267326, 5.347277, 5.2301126, 5.25708, 5.313447, 5.1935973, 5.238543, 5.162886, 5.211192, 5.1706257, 5.1490207, 5.2109456, 5.1000533, 5.105909, 5.0744085, 5.0526733, 5.033277, 5.0253215, 4.9657106, 5.084376, 5.0220313, 4.9519176, 4.9484887, 4.958981, 4.9560823, 4.934478, 4.903034, 4.9012403, 4.8661356, 4.853804, 4.8431177]",1272
7,293,"[293, 237, 212, 494, 492, 481, 945, 1190, 505, 714, 268, 649, 213, 1003, 484, 946, 222, 97, 525, 858, 962, 698, 206, 1581, 937, 691, 636, 9, 1047, 704, 728, 207, 169, 657, 460, 1147, 370, 1054, 64, 497, 830, 608, 895, 801, 531, 174, 605, 1351, 1124, 630]","[293, 237, 212, 492, 505, 945, 97, 481, 649, 714, 1003, 494, 268, 484, 962, 1190, 525, 213, 698, 1147, 728, 704, 206, 1581, 937, 895, 946, 370, 64, 222, 460, 497, 207, 636, 1047, 801, 657, 169, 608, 531, 9, 174, 605, 1054, 1351, 1124, 830, 858, 691, 630]",{290},"[5.4289546, 5.2574415, 5.230222, 4.9444947, 5.0836477, 4.984374, 5.0116286, 4.8590164, 5.0719366, 4.9488406, 4.934961, 4.9696145, 4.797357, 4.94838, 4.8828273, 4.7287493, 4.7091208, 4.999424, 4.8160176, 4.4667497, 4.861252, 4.789213, 4.751955, 4.7398834, 4.7369647, 4.459948, 4.68228, 4.550909, 4.6632605, 4.7562227, 4.7645226, 4.6862144, 4.62246, 4.6279387, 4.706301, 4.775649, 4.714377, 4.5247984, 4.7116737, 4.6936274, 4.4692507, 4.606064, 4.7309365, 4.6501193, 4.57417, 4.5374575, 4.5249076, 4.5242968, 4.497561, 4.257286]",505
8,1430,"[1430, 1578, 509, 1297, 5, 518, 1352, 180, 49, 1129, 1485, 146, 1582, 954, 528, 186, 191, 1330, 832, 1104, 524, 261, 13, 897, 903, 376, 27, 611, 774, 311, 659, 1092, 485, 639, 1139, 295, 746, 164, 81, 1147, 241, 1441, 1525, 78, 165, 858, 525, 1055, 1012, 1124]","[1430, 1578, 509, 1352, 1297, 5, 1485, 518, 49, 180, 1129, 954, 186, 191, 903, 261, 146, 1582, 832, 528, 1330, 1104, 639, 1525, 897, 524, 1055, 13, 858, 485, 376, 311, 1441, 611, 164, 774, 1139, 295, 1012, 659, 81, 27, 746, 525, 165, 241, 78, 1092, 1147, 1124]","{88, 284}","[6.250553, 6.0124645, 5.9011574, 5.7197156, 5.681272, 5.5965347, 5.733614, 5.550622, 5.562584, 5.5202045, 5.656952, 5.4258585, 5.425757, 5.4666424, 5.411772, 5.453521, 5.4496894, 5.395895, 5.4179273, 5.394883, 5.33774, 5.445653, 5.300365, 5.342246, 5.447918, 5.2783055, 5.229711, 5.2628984, 5.25864, 5.275495, 5.2367992, 5.1852236, 5.278346, 5.388413, 5.258106, 5.246319, 5.2140145, 5.2628975, 5.2322607, 5.175672, 5.1905804, 5.273301, 5.343086, 5.1902785, 5.2002625, 5.287785, 5.211399, 5.302722, 5.2419133, 5.096699]",1352
9,536,"[536, 741, 475, 766, 899, 914, 1440, 971, 706, 306, 243, 1444, 694, 1154, 323, 698, 1161, 456, 850, 705, 484, 809, 92, 654, 216, 344, 12, 457, 891, 1190, 338, 268, 1156, 860, 83, 890, 789, 90, 1010, 1013, 1292, 380, 895, 330, 587, 851, 1089, 1099, 303, 1299]","[536, 741, 475, 766, 694, 899, 860, 914, 92, 243, 303, 1440, 971, 338, 698, 484, 706, 306, 1444, 895, 851, 1161, 1190, 323, 890, 1010, 654, 456, 1154, 850, 12, 705, 330, 457, 891, 216, 789, 90, 809, 1089, 344, 1156, 83, 1099, 1013, 268, 587, 1292, 1299, 380]",{355},"[5.679705, 5.5844455, 5.5556993, 5.4285808, 5.3595567, 5.283398, 5.1220307, 5.100906, 4.998308, 4.995714, 5.239704, 4.9622064, 5.4132175, 4.812672, 4.88206, 5.0553865, 4.931819, 4.8250017, 4.807824, 4.8042693, 5.043977, 4.694837, 5.2762804, 4.842147, 4.7380466, 4.6654015, 4.805093, 4.791487, 4.7658796, 4.922532, 5.0797644, 4.550384, 4.6529055, 5.313899, 4.603807, 4.8532505, 4.71752, 4.716933, 4.843096, 4.5846415, 4.5051785, 4.4696236, 4.9614735, 4.7941585, 4.536738, 4.9516587, 4.6699214, 4.6020117, 5.1685324, 4.4963064]",694
